"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"","","","","","html-keyboard-response","121","281344","0.0-3.0-0.59","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","122","282146","0.0-3.0-1.59","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","774","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/5.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","123","283168","0.0-3.0-0.60","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","124","284047","0.0-3.0-1.60","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","851","<p>As the military commander, you could choose to launch a missile to kill <strong>9 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/12.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","125","285072","0.0-3.0-0.61","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","126","285722","0.0-3.0-1.61","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","622","<p>As the military commander, you could choose to launch a missile to kill <strong>4 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/PCM7.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","127","286744","0.0-3.0-0.62","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","128","287508","0.0-3.0-1.62","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","723","<p>As the military commander, you could choose to launch a missile to kill <strong>8 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/7.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","129","288536","0.0-3.0-0.63","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","130","289495","0.0-3.0-1.63","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","913","<p>As the military commander, you could choose to launch a missile to kill <strong>7 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/14.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","survey-multi-choice","131","436465","0.0-4.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","146938","","{""Attention1"":""""}","[0]"
"","","","","","html-button-response","132","439507","0.0-5.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","3013","<p style=""font-size:20px;font-weight:bold;"">Great!</p><p>You have finished the first part of the experiment!</p><p>Please relax a little bit and then contine to answer some questions regarding yourself.</p><p>The next part will take around 10 minutes to complete.</p>","0",""
"","","","","","survey-text","133","450290","0.0-6.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","9719","","{""Age"":""29"",""Nation"":""Usa"",""Born"":""Usa"",""Live"":""Usa""}",""
"","","","","","survey-multi-choice","134","459665","0.0-7.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","9346","","{""Gender"":""Male"",""Education"":""High School Diploma"",""Income"":""$40,000 - $69,999"",""Children"":""0"",""Ethnicity"":""Black or African American""}","[0,1,2,3,4]"
"","","","","","survey-multi-select","135","464264","0.0-8.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","4550","","{""Marriage"":[""Single""],""Religion"":[""Christian""]}","[0,1]"
"","","","","","survey-multi-choice","136","468273","0.0-9.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","3971","","{""SES"":""5""}","[0]"
"","","","","","html-button-response","137","469652","0.0-10.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","1339","<p><strong>Please indicate the extent that the following statements could describe you.</p><p> (1 = ""extremely uncharacteristic of me"" to 5 = ""extremely characteristic of me"".)</strong></p>","0",""
"","","","","","survey-likert","138","543857","0.0-11.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","74161","","{""Aggression1"":0,""Aggression2"":0,""Aggression3"":3,""Aggression4"":0,""Aggression5"":0,""Aggression6"":0,""Aggression7"":3,""Aggression8"":0,""Aggression9"":3}","[0,1,2,3,4,5,6,7,8]"
"","","","","","html-button-response","139","544836","0.0-12.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","934","<p><strong>Please indicate the extent that the following statements could describe you. </strong></p><p><strong> (1 = ""Does not describe me well"" to 5 = ""Does decribe me well"".)</strong></p>","0",""
"","","","","","survey-likert","140","775695","0.0-13.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","230811","","{""fs1"":3,""ecs2"":1,""pds4"":2,""pds5"":3,""ecs4"":1,""pts1"":1,""pts5"":3,""fs2"":3,""fs3"":1,""pds2"":3,""pds3"":1,""fs4"":1,""pts6"":3,""fs6"":1,""ecs3"":3,""ecs5"":1,""pds1"":3,""ecs1"":3,""fs5"":3,""ecs7"":3,""pts3"":3,""pds7"":1,""pts2"":3,""fs7"":3,""pts4"":1,""ecs6"":3,""pds6"":1,""pts7"":3}","[0,3,16,18,13,2,20,4,6,9,12,11,24,22,8,17,5,1,15,21,10,26,7,25,14,19,23,27]"
"","","","","","html-button-response","141","776954","0.0-14.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","1233","<p><strong>Which of the following objects or statements do you have a positive or negative feeling towards? </strong></p><p><strong> (1 = ""Very negative"" to 7 = ""Very positive"") </strong></p>","0",""
"","","","","","survey-likert","142","834481","0.0-15.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","57487","","{""sdo15"":6,""sdo3"":0,""sdo5"":0,""sdo7"":0,""sdo9"":6,""sdo8"":0,""sdo1"":0,""sdo6"":0,""sdo2"":0,""sdo14"":6,""sdo11"":6,""sdo10"":6,""sdo12"":6,""sdo16"":6,""sdo4"":0,""sdo13"":6}","[14,2,4,6,8,7,0,5,1,13,10,9,11,15,3,12]"
"","","","","","html-button-response","143","835555","0.0-16.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","1045","<p><strong>Please indicate the extent you agree with the following statements.</strong></p><strong><p> (1 = ""Strongly Disagree"" to 5 = ""Srongly Agree"") </strong></p>","0",""
"","","","","","survey-likert","144","939614","0.0-17.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","104022","","{""caring1"":3,""liking1"":1,""caring2"":4,""protection1"":3,""liking2"":0,""caring3"":4,""protection2"":3,""liking3"":1,""protection3"":4,""caring4"":4,""liking4"":0,""protection4"":4,""caring5"":4,""liking5"":2,""protection5"":2}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","145","940709","0.0-18.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","1065","<p><strong>Please imagine spercific situations involving children below, and rate the amount of tenderness you would feel in each situation. </strong></p><p><strong> (Ternderness is ""a warm, gentle feeling of sympathetic affection."") </strong></p><strong><p> (1 = ""No tenderness at all"" to 5 = ""A lot of tenderness"") </strong></p>","0",""
"","","","","","survey-likert","146","960075","0.0-19.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","19333","","{""tenderness-positive1"":4,""tenderness-negative1"":3,""tenderness-negative2"":1,""tenderness-positive2"":4,""tenderness-positive3"":4,""tenderness-negative3"":1,""tenderness-positive4"":4,""tendereness-negative4"":3,""tendernness-negative5"":3,""tenderness-positive5"":3}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","147","966449","0.0-20.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","6333","","{""Attention2"":""Other""}","[0]"
"","","","","","html-button-response","148","967450","0.0-21.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","968","<p><strong>Please indicate the extent you agree with the following statements.</strong></p>","0",""
"","","","","","survey-likert","149","1041225","0.0-22.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","73734","","{""Patri6"":2,""Nation5"":2,""Patri3"":2,""Nation6"":2,""Nation4"":2,""Patri10"":1,""Patri11"":3,""Patri7"":2,""Patri4"":2,""Patri5"":2,""Patri9"":2,""Nation7"":2,""Patri12"":3,""Patri8"":2,""Patri2"":2,""Patri1"":2,""Nation2"":1,""Nation1"":2,""Nation3"":2,""Nation8"":2}","[5,16,2,17,15,9,10,6,3,4,8,18,11,7,1,0,13,12,14,19]"
"","","","","","html-button-response","150","1042763","0.0-23.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","1507","<p><strong>Please indicate the extent you agree with the following statements. </p><p>(1 = ""never or definitely no"" and 9 = ""always or definitely yes"".)</strong></p>","0",""
"","","","","","survey-likert","151","1154339","0.0-24.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","111523","","{""hc3"":7,""hi3"":7,""vc1"":6,""vc3"":7,""vc2"":4,""vi1"":4,""hi1"":7,""vi4"":2,""vi3"":2,""hc4"":7,""hi2"":7,""hc1"":7,""hc2"":7,""Robot2"":6,""vc4"":7,""vi2"":2,""hi4"":7}","[11,2,13,15,14,4,0,8,6,12,1,9,10,7,16,5,3]"
"","","","","","survey-text","152","1163270","0.0-25.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","8898","","{""ID"":""AQKTLQV04FD4N"",""Comments"":""""}",""
"","","","","","html-button-response","153","1175192","0.0-26.0","14","1","2023-06-27 16:07:23","846205d480aaa49f22c83d5c8cececc8","24.211.43.79","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","11903","<p><strong>Congratulations! </strong> Your have finished all the survey. Thank you for your participation!</p><p><strong>Here is your complete token:</strong></p>7efmq58kzkkhxc4ybd0j9si5q<p></p><p><strong>Please copy it to the mTurk page.</strong></p>","0",""
