subID,AttenCheck,Age,Gender,Nation,Race,Ses,low_PCF1,high_PCF1,low_PCF2,high_PCF2,low_PCF3,high_PCF3,low_PCF4,high_PCF4,low_PCF5,high_PCF5,low_PCF6,high_PCF6,low_PCF7,high_PCF7,low_PCF8,high_PCF8,low_PCM1,high_PCM1,low_PCM2,high_PCM2,low_PCM3,high_PCM3,low_PCM4,high_PCM4,low_PCM5,high_PCM5,low_PCM6,high_PCM6,low_PCM7,high_PCM7,low_PCM8,high_PCM8,low_tree1,high_tree1,low_tree2,high_tree2,low_tree3,high_tree3,low_tree4,high_tree4,low_tree5,high_tree5,low_tree6,high_tree6,low_tree7,high_tree7,low_tree8,high_tree8,low_tree9,high_tree9,low_tree10,high_tree10,low_tree11,high_tree11,low_tree12,high_tree12,low_tree13,high_tree13,low_tree14,high_tree14,low_tree15,high_tree15,low_tree16,high_tree16,PCF,PCF_low,PCF_high,PCM,PCM_low,PCM_high,tree,tree_low,tree_high,Face race,selection,RT_low_female1,RT_high_female1,RT_low_female2,RT_high_female2,RT_low_female3,RT_high_female3,RT_low_female4,RT_high_female4,RT_low_female5,RT_high_female5,RT_low_female6,RT_high_female6,RT_low_female7,RT_high_female7,RT_low_female8,RT_high_female8,RT_low_male1,RT_high_male1,RT_low_male2,RT_high_male2,RT_low_male3,RT_high_male3,RT_low_male4,RT_high_male4,RT_low_male5,RT_high_male5,RT_low_male6,RT_high_male6,RT_low_male7,RT_high_male7,RT_low_male8,RT_high_male8,RT_low_tree1,RT_high_tree1,RT_low_tree2,RT_high_tree2,RT_low_tree3,RT_high_tree3,RT_low_tree4,RT_high_tree4,RT_low_tree5,RT_high_tree5,RT_low_tree6,RT_high_tree6,RT_low_tree7,RT_high_tree7,RT_low_tree8,RT_high_tree8,RT_low_tree9,RT_high_tree9,RT_low_tree10,RT_high_tree10,RT_low_tree11,RT_high_tree11,RT_low_tree12,RT_high_tree12,RT_low_tree13,RT_high_tree13,RT_low_tree14,RT_high_tree14,RT_low_tree15,RT_high_tree15,RT_low_tree16,RT_high_tree16,RT_PCF,RT_PCF_low,RT_PCF_high,RT_PCM,RT_PCM_low,RT_PCM_high,RT_tree,RT_tree_low,RT_tree_high,Comments,workerID,Aggression,IRI,SDO,PCAT1,PCAT2,Nationalism,IC-hi,IC-vi,IC-hc,IC-vc
60,1,23,1,american,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,3944,59632,2221,15369,1849,32983,1884,2111,2816,2638,2192,1995,7580,220746,2035,8777,78524,1975,2357,2099,2270,2019,3366,1826,13944,1497,1877,56618,2195,2154,11920,3152,2159,2087,9792,4624,9565,2117,4002,2213,2176,4509,129883,1993,2270,2737,2570,2181,2823,12537,2203,2213,27582,2484,2449,1865,9355,2367,21606,2450,2158,46363,2359,2708,3065.125,43031.375,23048.25,14556.625,8917.5,11737.0625,14559.5,5965.5,10262.5,GOOD SURVEY,A6UW6OVGUK8IK,29,,52,36,31,35,27,28,28,28
61,1,26,1,USA,White,7,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.5,0.5,0.5,0.5625,0.875,0.25,0.53125,0.8125,0.25,1,0,2028,2128,1289,2032,2973,2055,119349,2942,2321,14627,1856,1594,1992,4255,1621,1399,1707,1804,1663,2010,2932,1547,2622,1697,3262,3123,2087,1488,1927,2045,1968,1531,5601,23318,2114,1657,2817,2712,2065,2510,2073,2520,1816,3877,1754,4302,2285,2282,1917,3151,2256,2352,3611,1431,1826,2184,1536,2452,2020,2126,1943,1638,1861,35137,16678.625,3879,10278.8125,2271,1905.625,2088.3125,2343.4375,5853.0625,4098.25,Good,A3353C3WYAR1XU,25,,45,35,23,44,21,21,22,22
62,0,25,2,U.S.Citizen,White,9,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.875,1,0.9375,0.875,1,0,0,0,1,0,7152,1877,8091,1406,1434,1330,1127,1363,1414,1074,1761,2257,1744,1345,6554,2499,1430,3675,1817,4315,3521,3726,2800,3948,1594,1385,1155,1518,1323,3616,1824,1310,1423,2520,3240,1650,4370,1119,1633,1006,1220,1279,1770,7677,1773,44568,1379,1164,4167,1496,1204,1313,1673,1724,1764,1587,2659,2284,2341,2265,1393,1255,97152,1547,3659.625,1643.875,2651.75,1933,2936.625,2434.8125,8072.5625,4653.375,6362.9688,good,A37A9TP6F6S9IB,21,,49,40,26,41,26,25,21,24
63,1,24,1,American,Black or African American,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.125,0.875,0.625,0.25,1,1,1,1,1,0,1515,2584,2063,3966,2309,1697,7965,7662,2883,3735,1789,1631,2341,4130,4102,5462,1660,118389,3424,1755,237407,20305,3648,1245,1911,3469,3940,4979,2531,1556,2251,2894,1907,2146,2190,3142,2957,5581,1645,1565,2422,2963,931,1347,1786,1042,179300,1900,2807,2865,1080,1860,1492,5076,1429,1410,4109,44295,2079,1586,2538,1963,128927,2809,3120.875,3858.375,3489.625,32096.5,19324,25710.25,21099.9375,5096.875,13098.4062,,A2T1OFT6T845KR,5,,1,57,25,40,23,24,26,28
64,0,27,1,USA,Hispanic or Latino,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1797,1641,6773,4813,1802,2179,2237,8333,4723,1213,1997,13234,1504,7945,2237,2552,2374,1178,1234,25806,1467,1178,4106,19157,1424,2355,1365,1225,5115,6574,3946,1447,10443,5742,6133,1113,1928,1208,7698,1582,1155,1385,1440,4013,2147,4316,13372,1494,1855,3414,1573,2535,1333,15951,11895,2657,1891,10081,1722,5467,2495,1293,1241,18905,2883.75,5238.75,4061.25,2628.875,7365,4996.9375,4270.0625,5072.25,4671.1562,GOOD,A2J12UZ2DPDNCT,26,,47,38,35,35,26,23,26,26
65,1,26,2,USA,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.03125,0,0.0625,1,0,1381,2496,717,1094,520,1790,3106,663,2111,645,1078,1059,14600,824,858,2551,785,1580,817,2112,713,8892,870,962,615,1038,946,1319,1434,744,976,1334,1013,530,559,827,1118,1015,971,621,1246,1398,942,1375,794,515,895,1183,818,825,1539,999,1012,6012,1282,784,834,530,1095,932,935,877,758,972,3046.375,1390.25,2218.3125,894.5,2247.625,1571.0625,988.1875,1212.1875,1100.1875,Good,A2LS8X6OLHUIYL,22,,50,31,25,40,18,17,18,18
66,1,23,1,American,White,7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.1875,0.25,0.125,0,0,0,0.9375,1,0.875,1,0,3100,2649,4011,1556,4129,2524,5142,2075,1851,1251,1276,9968,6891,12594,14529,1715,2658,119553,6117,2168,2173,4915,2574,2161,5997,5004,4456,1892,2800,7221,3510,2578,14799,2144,4014,63272,7694,7351,3549,5883,2086,3469,2045,2254,3135,10911,3808,28896,1516,2083,4870,9534,1290,5033,4683,2395,2527,13924,38329,1760,2184,5420,63989,3523,5116.125,4291.5,4703.8125,3785.625,18186.5,10986.0625,10032.375,10490.75,10261.5625,good survey,A2GDRG9VOOIMRU,28,,50,39,37,33,29,28,32,30
67,1,30,1,AMAERICAN,White,10,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0.6875,0.75,0.625,0.5,0.625,0.375,0.8125,0.8125,0.8125,1,0,4248,1840,1572,2106,1968,1820,1834,3210,22709,2097,5809,1851,1976,4017,1734,1859,1507,1215,2240,6549,1881,2185,3459,2442,936,2153,1739,3733,1496,2088,2054,1791,1544,2254,3408,1265,1388,1839,1839844,2568,3346,2715,2195,1190,2221,2253,2454,4288,2182,3326,2295,1718,2040,923,1921,2848,2234,2190,1833,1374,2912,1766,1780,2238,5231.25,2350,3790.625,1914,2769.5,2341.75,117099.8125,2172.1875,59636,GOOD,AJFYQOPDMGLHW,15,,43,33,25,33,21,20,21,24
68,1,26,2,USA,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.09375,0.0625,0.125,1,0,1710,983,959,648,1282,888,1454,869,1108,1373,1037,1292,1461,906,1619,984,1647,1048,1963,896,1075,857,958,718,589,1381,840,3827,1381,913,787,952,699,1170,960,1033,998,1263,2150,1302,969,1005,619,600,1009,1280,1214,1146,620,1620,1074,914,905,781,1042,1101,1466,6716,989,1273,963,3904,1039,1721,1328.75,992.875,1160.8125,1155,1324,1239.5,1044.75,1676.8125,1360.7812,GOOD,A1GP5TMETA533V,22,,48,32,25,36,20,19,19,19
69,1,23,1,American,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,1185,4199,824,833,818,1177,937,999,1221,5624,944,910,827,881,1336,1055,1489,1120,835,236679,1226,2722,1293,975,2725,833,1192,844,858,132998,865,2602,913,1029,848,974,1815,836,1491,647618,855,853,1335,1236,782,1187,1256,909,910,837,2166,888,880,913,849,897,954,1052,1199,1356,4161,1171,1207,1037,1011.5,1959.75,1485.625,1310.375,47346.625,24328.5,1351.3125,41424.5625,21387.9375,GOOD SURVEY,A3N843LIEJMFT8,30,,48,35,34,32,27,27,28,25
70,1,29,1,American,White,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.0625,0.125,0,0,0,0,0.9375,0.9375,0.9375,1,0,2166,1460,419,1236,1993,3225,9604,3692,2388,496,1869,1227,2053,1457,521,1160,507,671,2451,444,2189,3092,603,1255,1012,962,617,1072,595,859,1376,465,1168,1776,1440,1360,1006,2993,387,437,1798,1157,1689,1334,1226,698,908,650,568,2090,915,661,1731,2540,690,1604,825,1047,504,1433,1057,937,1859,1706,2626.625,1744.125,2185.375,1168.75,1102.5,1135.625,1110.6875,1401.4375,1256.0625,This work was very realistic,A2US44U9XJ2KXF,17,,43,27,19,38,13,14,19,14
71,1,30,2,White,White,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.0625,0,0.125,0.9375,0.9375,0.9375,1,0,955,1096,1041,898,1322,1073,1149,1145,926,991,925,1284,958,1160,1391,930,945,1135,995,1149,1058,1398,864,851,993,856,912,1307,1048,841,1130,905,1270,681,946,924,1223,1135,962,1003,1115,911,1105,1342,1154,2193,1071,994,1018,1170,1112,1115,1003,1124,1158,1106,1108,961,1024,912,1264,890,1164,1221,1083.375,1072.125,1077.75,993.125,1055.25,1024.1875,1106.0625,1105.125,1105.5938,GOOD,A2ZXHQJNWSJND7,22,,45,36,27,38,25,25,26,25
72,1,20,1,American,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.53125,0.5,0.5625,1,0,934,990,1197,903,1440,1146,757,7564,895,16217,1679,986,1167,978,3199,1142,6919,1229,1041,1718,1098,4412,854,2495,854,827,1055,2126,1020,846,2148,1786,1785,3408,2006,1378,2026,5456,1982,1804,2795,2394,4214,4918,861,3136,5452,2775,1463,3916,1746,2260,1642,2401,1659,2817,1647,1427,1355,921,3712,4221,14932,7080,1408.5,3740.75,2574.625,1873.625,1929.875,1901.75,3079.8125,3144.5,3112.1562,No,A1UJWR5MS1ASQV,15,,37,34,24,40,27,24,30,31
73,0,25,2,USA,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,14134,1238,1247,1231,1813,3623,1093,1407,1389,1044,3126,961,4315,1502,4282,1622,1346,1483,1664,1174,1662,1222,1322,5020,1223,1548,2300,892,3897,2543,927,2113,1533,1343,1251,1720,1455,2904,6274,1289,1389,1180,2449,3156,1002,1023,1270,1220,1349,1494,2479,1709,1145,1045,1234,2341,1489,1049,1391,1312,893,1572,1760,1356,3924.875,1578.5,2751.6875,1792.625,1999.375,1896,1772.6875,1607.0625,1689.875,Good,A1TBIJ2KCJMM5O,19,,49,31,23,39,18,18,19,18
74,1,24,1,American,White,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0.9375,0.875,1,0.9375,1,0.875,0.875,0.875,0.875,1,0,509,292,22138,338,2073,915,496,1712,501,120311,663,587,709,312,461,267,507970,689,1425,1546,198,284,1786,536,10072,159,268,746,309,710,322,754,994,18196,151,380,1070,1394,1396,389,438,1298,290,544,588,382,498,2000,927,246,159,432,302,720,1793,2009,1557,1405,407,1148,340,412,1637,147,3443.75,15591.75,9517.75,65293.75,678,32985.875,784.1875,1943.875,1364.0312,good,ADJCLBRKVM2KZ,26,,46,38,27,43,28,28,26,26
75,0,26,2,American,White,8,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.5625,0.5,0.625,0.5,0.625,0.375,0.78125,0.8125,0.75,1,0,794,1841,978,838,994,679,766,841,2018,601,2334,1115,130,665,753,665,780,708,2112,2473,286,625,519,704,833,271,6035,6952,950,1190,802,652,1980,9649,1433,715,807,692,232,961,1619,656,828,825,848,754,1025,2019,1119,832,1032,755,1345,899,1082,732,878,850,724,206,1027,772,946,883,1095.875,905.625,1000.75,1539.625,1696.875,1618.25,1057.8125,1387.5,1222.6562,good,A918XOZOHIXOD,22,,50,35,26,37,20,22,22,21
76,0,30,1,american,White,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0.1875,0.125,0.25,0.375,0.5,0.25,0.75,0.6875,0.8125,1,0,891,9345,945,1448,9481,965,739,1741,13040,1070,1342,759,785,1100,1181,13574,3548,1091,1357,3448,766,7540,946,1079,951,1298,2315,1179,1224,1242,5153,2188,7926,1425,1268,1381,1377,1171,1196,1431,1732,1819,830,1063,806,1359,2309,1251,1736,1061,733,4465,2359,1625,855,15274,1253,1777,17485,1138,968,12003,4625,931,3550.5,3750.25,3650.375,2032.5,2383.125,2207.8125,2966.125,3073.375,3019.75,nice survey,A1QQYV5X5PUKPI,23,,46,34,33,33,30,23,27,28
77,1,23,1,American,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,982,688,852,1066,858,2064,964,936,882,934,968,820,811,891,860,1251,4108,3310,740,846,3501,840,884,858,902,3482,765,10361,3604,947,1751,2670,1202,2690,1359,1048,927,961,950,860,825,1233,842,1097,797,571,1839,1886,808,887,5149,704,937,3687,1641,8152,786,1247,729,857,6948,2738,1762,899,897.125,1081.25,989.1875,2031.875,2914.25,2473.0625,1718.8125,1844.8125,1781.8125,GOOD SURVEY,A1M8K3X5V9GKTF,30,,43,35,27,45,21,19,23,20
78,1,24,2,White,White,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0625,0,0.125,0,0,0,1,1,1,1,0,1090,2596,1146,1160,1031,969,779,1336,1577,1477,1059,1323,1085,795,1171,922,1339,1065,6795,1677,17738,849,817,803,1003,1091,1025,1305,1457,781,1163,1274,1042,1659,1177,1088,1102,2347,1288,1121,25553,1691,1131,20384,1413,925,7795,953,1076,878,2157,1377,1421,962,1145,1210,1244,1411,1161,1267,1160,1394,1114,981,1117.25,1322.25,1219.75,3917.125,1105.625,2511.375,3186.1875,2478,2832.0938,GOOD,A1Q6BI8YZ2XSJR,25,,47,36,29,36,27,27,27,26
79,1,23,1,american,White,8,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0.625,0.25,1,0.75,0.5,1,0.6875,0.375,1,1,0,2937,2496,5572,19244,3839,1903,12085,5181,6631,14628,5130,3112,9938,2890,16007,3329,6606,32085,1854,2314,6104,2893,26098,2332,7974,2170,4045,7373,7403,3828,6854,1503,2246,2821,2506,2172,2982,4161,6585,1690,6757,2129,2730,2868,1954,2264,6640,3295,2390,4954,3318,2687,14979,1722,1839,2552,3070,1723,2666,4486,2651,2269,5622,11549,7767.375,6597.875,7182.625,8367.25,6812.25,7589.75,4308.4375,3333.875,3821.1562,interesting task,A2FK6782M09EBO,15,,41,39,24,32,27,26,32,25
80,1,30,1,American,White,8,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.875,0.875,0.875,0.75,0.75,0.75,0.9375,0.9375,0.9375,1,0,1919,757,1452,1761,668,1377,6060,1297,847,689,1673,501,528,22073,735,4843,1058,1126,1347,927,551,706,441,658,605,250,626,1403,305,9351,498,1850,566,545,186,9834,229,435,182,1280,601,519,562,683,731,682,1864,1307,2121,1904,385,503,446,513,1319,1111,1697,455,2334,671,1003,430,505,431,1735.25,4162.25,2948.75,678.875,2033.875,1356.375,920.6875,1331.4375,1126.0625,good,AVEUOIZ1BBTDW,26,,45,33,30,37,23,31,28,29
81,1,32,1,usa,White,8,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.75,0.75,0.75,0.6875,0.375,1,0.75,0.75,0.75,1,0,200909,506,737,841,410,4632,848,729,501,1105,1131,743,954,9057,899,659,826,7379,1160,543,450,396,762,386,1522,1216,788,1066,1032,895,699,450,912,713,788,784,944,507,261,802,1000,731,794,1187,1407,786,651,473,436,1347,365,797,1908,814,737,729,171,802,1132,475,1195,1072,803,680,25798.625,2284,14041.3125,904.875,1541.375,1223.125,844,793.6875,818.8438,good,AMTLIDTSKW9FY,28,,53,29,29,41,26,26,27,24
82,1,25,1,ameriacn,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,203,5300,5370,248,41209,4998,7850,115,2033,286059,170,753,169,143875,4090,136,192,300,146,250,121493,120,258,4891,267,206,171,304,274,160,219,105,891,6968,216,151,1404,321,310,553,186,130,154,315,1345,96,9978,724,5048,352,201,95,122,7769,289,866,2049,165,277,141,169,104,146,177,7636.75,55185.5,31411.125,15377.5,792,8084.75,1424.0625,1182.9375,1303.5,good,A1FSIQ92KO75FG,22,,52,31,20,35,10,7,9,10
83,1,26,1,USA,White,6,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.375,0.75,0,0.3125,0.625,0,0.3125,0.625,0,1,0,1510,1726,1671,1739,1539,1912,1725,1405,2434,1892,2438,1694,1429,1846,1813,1598,1578,1528,1406,1493,1952,1504,1487,1734,2039,3334,1504,143104,1652,1900,3198,1729,1410,1529,1714,1724,1860,1895,1832,1379,1687,4328,1391,1899,1590,1694,1559,1707,2360,1745,1785,207879,1676,1461,2830,1372,1874,1488,1507,1602,1597,1657,2247,1602,1819.875,1726.5,1773.1875,1852,19540.75,10696.375,1807.4375,14685.0625,8246.25,GOOD,AOQU769ZT0JSD,23,,52,38,21,37,22,26,23,21
84,1,30,2,American,White,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,2111,72526,3075,5720,1433,8783,5237,2673,2082,2826,3264,3493,4654,13825,1691,1858,1504,4749,2437,3782,2163,3252,1390,2591,1344,1702,2128,5218,1685,1717,1496,2353,2513,2051,2523,2479,1630,9809,1727,1572,2229,2159,1687,2600,1549,1774,3141,1430,3053,1355,2213,4870,9920,1908,8040,2760,3299,1547,1265,4302,1581,1192,5067,1865,2943.375,13963,8453.1875,1768.375,3170.5,2469.4375,3214.8125,2729.5625,2972.1875,informative study,A2J5HVBN88MDDG,26,,46,34,33,31,30,26,26,29
85,1,30,1,white,White,6,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0.5,0.375,0.625,0.375,0.375,0.375,0.53125,0.4375,0.625,1,0,1104,509,516,766,347,224,403,754,693,410,1143,209,980,418,4197,769,830,3288,786,1220,677,424,601,666,321,196,2527,498,712,476,281,214,335,618,251,301,152,482,328,468,546,440,720,898,1457,691,1099,569,319,928,255,491,327,494,453,287,1123,320,290,625,1482,255,275,145,1172.875,507.375,840.125,841.875,872.75,857.3125,588.25,500.75,544.5,GOOD,ANB4KEJIENCM1,17,,36,24,24,46,22,24,24,23
86,1,24,1,white,White,9,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75,1,1,1,1,1,1,1,1,0,3337,797,1528,722,783,712,803,662,968,2195,1393,909,795,588,1812,890,1003,882,690,840,774,1367,983,611,828,801,784,728,1071,29825,702,803,2316,1626,769,723,914,902,727,625,665,633,850,784,860,806,764,818,738,831,681,849,850,2186,663,1025,846,4106,837,1066,788,703,827,1038,1427.375,934.375,1180.875,854.375,4482.125,2668.25,880.9375,1170.0625,1025.5,good,AD0WW5V58J7CV,22,,56,31,28,37,27,24,23,27
87,1,26,2,USA,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,918,1047,841,1303,910,1175,1385,834,1157,1346,3129,1206,976,12696,1119,1610,1086,995,994,1009,1809,1218,847,1171,1199,1037,794,1413,1057,1242,1078,915,5875,1148,911,1139,1284,988,1431,1186,2823,1309,1183,1550,1645,1408,1383,1420,1369,1472,1168,985,1131,1160,1161,1249,1380,1495,1534,1376,1228,2058,1087,1189,1304.375,2652.125,1978.25,1108,1125,1116.5,1662.0625,1320.75,1491.4062,GOOD,A2F1VWINKE769G,21,,51,33,25,38,20,19,19,21
88,1,25,2,American,White,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.0625,1,0,3470,7555,2710,1836,1393,5269,2350,1200,2541,3522,1378,6855,4335,1618,3763,1613,4387,5983,2052,1666,4917,3748,1391,5859,1888,2128,3986,3472,1744,1195,3857,2255,3875,6078,6612,1310,1730,1679,1374,12293,3393,1888,2675,2162,6899,912,1315,2398,1950,1363,2416,4661,1315,2466,2560,1361,1343,27924,1757,1089,1291,1072,3297,1264,2742.5,3683.5,3213,3027.75,3288.25,3158,2737.625,4370,3553.8125,None,A2J4GCDXLDHYXX,14,,48,34,25,41,21,19,20,20
