subID,AttenCheck,Age,Gender,Nation,Race,Ses,low_PFF1,high_PFF1,low_PFF2,high_PFF2,low_PFF3,high_PFF3,low_PFF4,high_PFF4,low_PFF5,high_PFF5,low_PFF6,high_PFF6,low_PFF7,high_PFF7,low_PFF8,high_PFF8,low_PFM1,high_PFM1,low_PFM2,high_PFM2,low_PFM3,high_PFM3,low_PFM4,high_PFM4,low_PFM5,high_PFM5,low_PFM6,high_PFM6,low_PFM7,high_PFM7,low_PFM8,high_PFM8,low_tree1,high_tree1,low_tree2,high_tree2,low_tree3,high_tree3,low_tree4,high_tree4,low_tree5,high_tree5,low_tree6,high_tree6,low_tree7,high_tree7,low_tree8,high_tree8,low_tree9,high_tree9,low_tree10,high_tree10,low_tree11,high_tree11,low_tree12,high_tree12,low_tree13,high_tree13,low_tree14,high_tree14,low_tree15,high_tree15,low_tree16,high_tree16,PFF,PFF_low,PFF_high,PFM,PFM_low,PFM_high,tree,tree_low,tree_high,Face race,selection,RT_low_female1,RT_high_female1,RT_low_female2,RT_high_female2,RT_low_female3,RT_high_female3,RT_low_female4,RT_high_female4,RT_low_female5,RT_high_female5,RT_low_female6,RT_high_female6,RT_low_female7,RT_high_female7,RT_low_female8,RT_high_female8,RT_low_male1,RT_high_male1,RT_low_male2,RT_high_male2,RT_low_male3,RT_high_male3,RT_low_male4,RT_high_male4,RT_low_male5,RT_high_male5,RT_low_male6,RT_high_male6,RT_low_male7,RT_high_male7,RT_low_male8,RT_high_male8,RT_low_tree1,RT_high_tree1,RT_low_tree2,RT_high_tree2,RT_low_tree3,RT_high_tree3,RT_low_tree4,RT_high_tree4,RT_low_tree5,RT_high_tree5,RT_low_tree6,RT_high_tree6,RT_low_tree7,RT_high_tree7,RT_low_tree8,RT_high_tree8,RT_low_tree9,RT_high_tree9,RT_low_tree10,RT_high_tree10,RT_low_tree11,RT_high_tree11,RT_low_tree12,RT_high_tree12,RT_low_tree13,RT_high_tree13,RT_low_tree14,RT_high_tree14,RT_low_tree15,RT_high_tree15,RT_low_tree16,RT_high_tree16,RT_PFF,RT_PFF_low,RT_PFF_high,RT_PFM,RT_PFM_low,RT_PFM_high,RT_tree,RT_tree_low,RT_tree_high,Comments,workerID,Aggression,IRI,SDO,PCAT1,PCAT2,Nationalism,IC-hi,IC-vi,IC-hc,IC-vc
71,1,25,2,USA,White,10,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0.75,1,0.5,0.6875,0.5,0.875,0.8125,0.8125,0.8125,2,0,970,1571,493,494,466,230,794,374,666,1238,820,850,593,841,673,3068,298,973,805,898,758,569,353,586,114,142,254,86,784,649,555,774,317,748,700,797,683,377,679,376,1340,756,610,334,553,331,15654,672,722,899,443,773,4981,484,319,103,702,34463,687,637,227,375,234,698,684.375,1083.25,883.8125,490.125,584.625,537.375,1803.1875,2676.4375,2239.8125,GOOD,AOFREX1IGQDEV,27,,48,40,34,32,28,30,30,28
72,1,28,1,AMARICA,White,6,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0.3125,0.25,0.375,0.6875,0.625,0.75,0.6875,0.6875,0.6875,2,0,21689,2587,764,2593,1768,5083,3379,1281,32783,579,864,1334,5267,8912,1512,1424,992,7063,1208,335,3095,807,420,839,1222,3633,946,557,809,889,16134,973,10690,2247,900,321,223,1469,1108,1858,936,1646,1784,2038,5072,3968,250729,697,6205,5283,405,329,120361,1686,431,1750,1075,1740,6468,613,3254,2994,2857,1219,8503.25,2974.125,5738.6875,3103.25,1887,2495.125,25781.125,1866.125,13823.625,GOOD,AUHPF6EWWJ4QB,16,,47,31,25,48,18,29,17,26
73,1,24,2,American,White,9,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0.75,0.875,0.625,0.75,0.75,0.75,0.71875,0.75,0.6875,2,0,473,1037,765,398,486,2733,4400,401,728,486,837,1082,478,1324,26011,1259,14043,1575,202,479,545,408,450,1373,519,437,2251,668,482,445,461,3770,571,480,579,1841,687,438,12310,287,611,457,906,491,11662,497,1076,469,481,1092,771,1398,510,1278,544,4568,609,1338,881,596,578,494,1535,1539,4272.25,1090,2681.125,2369.125,1144.375,1756.75,2144.4375,1078.9375,1611.6875,good,A1DES5ILM2W3L5,26,,46,37,35,34,25,26,26,26
74,1,25,2,American,White,10,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5625,0.75,0.375,0.75,0.5,1,0.125,0,0.25,2,0,2013,9384,8142,11654,2869,6514,12943,8490,2353,2368,8312,6322,4266,48734,3122,2397,3326,2278,35851,1198,8434,2112,2470,2525,2494,3079,1987,2479,4834,1170,2820,1872,6585,974,2182,4195,1358,3783,1672,1013,1199,1895,3222,1473,23530,3166,1612,1281,2142,996,6207,1976,5164,1032,897,4305,2651,2987,1209,980,1138,3198,3127,1773,5502.5,11982.875,8742.6875,7777,2089.125,4933.0625,3993.4375,2189.1875,3091.3125,Good Survey.,A2RLWTSTJEI8XH,16,,38,47,35,37,27,30,26,27
75,1,30,2,USA,White,10,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0.6875,0.5,0.875,0.5,0.375,0.625,0.59375,0.6875,0.5,2,0,1785,3849,5370,4511,1826,9267,3389,1349,2415,22915,5818,1912,162,3593,3033,2635,2114,2525,1219,1838,1879,1723,2223,4602,615,4539,1849,5993,3875,2131,3983,1675,2559,1659,965,1362,9948,3889,3297,3770,5386,1763,1733,1713,4831,3891,1914,6864,1497,3268,2750,5643,1352,2423,3521,2072,1706,1170,2544,2688,1387,1812,74,2546,2974.75,6253.875,4614.3125,2219.625,3128.25,2673.9375,2841.5,2908.3125,2874.9062,REALLY VERY GOOD,A2R4U3FT6ABPBU,19,,51,39,27,35,25,22,27,27
76,1,25,1,USA,White,10,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0.8125,0.625,1,0.75,0.875,0.625,0.59375,0.5625,0.625,2,0,1227,281,2794,466,242,7212,730,2216,1415,2706,799,499,1104,603,10587,2922,899,15378,938,783,792,185,856,768,159,3005,1195,15739,938,900,523,3229,223,771,307,1059,17515,642,801,353,1033,428,2681,465,441,7212,145,833,392,6049,402,778,1571,1273,753,319,17746,3388,465,1421,720,137,227,155,2362.25,2113.125,2237.6875,787.5,4998.375,2892.9375,2838.875,1580.1875,2209.5312,GOOD,A2RPEUP7K7KD72,26,,48,29,19,35,32,29,29,30
77,0,25,2,christianity,White,8,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6875,0.875,0.5,0.8125,1,0.625,0.0625,0,0.125,2,0,1510,2897,2340,7236,1168,2436,2279,1862,2326,8499,1753,100935,2333,42301,2972,5218,12035,2462,3008,523,1554,3344,2789,2649,1959,1581,1518,1422,13716,91495,2087,2425,2342,1383,8897,26319,1877,2879,2038,15586,2172,5300,2198,3055,2856,2905,919,1700,2482,2601,3013,1605,11749,1242,2777,14264,1975,14323,2179,283996,2776,1882,2750,5604,2085.125,21423,11754.0625,4833.25,13237.625,9035.4375,3312.5,24040.25,13676.375,GOOD,A7GQFHLCR1QF9,26,,45,35,26,33,24,24,23,25
78,1,25,2,USA,White,10,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5625,0.625,0.5,0.75,0.75,0.75,0.96875,1,0.9375,2,0,1201,1200,1368,1352,5349,1280,4156,1331,1429,1869,1138,85014,1500,1413,1746,1436,1267,1479,1436,1813,1643,1220,1661,1392,1290,1379,1499,1813,1469,1331,1483,2325,1237,1171,1470,1169,1900,1187,1621,1067,1524,1354,1301,1271,1251,1483,4133,1443,4395,1084,1250,1291,1540,20789,1282,1468,2677,222325,1191,4475,1732,1756,1126,1533,2235.875,11861.875,7048.875,1468.5,1594,1531.25,1851.875,16554.125,9203,Good,A2H21DUGS9V085,21,,44,36,22,33,19,17,19,20
79,1,30,1,American,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96875,0.9375,1,2,0,1385,287,866,983,235,845,227,2894,22723,1351,556,544,24141,921,1850,781,1651,4081,1717,1183,1555,789,801,4851,1587,847,1033,537,574,859,913,858,1275,1591,3485,603,216,786,153,1167,577,517,76,211,851,30145,22694,1800,1475,5795,978,448,919,5058,625,574,742,1011,971,1529,172,331,735,678,6497.875,1075.75,3786.8125,1228.875,1750.625,1489.75,2246.5,3265.25,2755.875,good,A2V15VB9NXX94S,28,,50,36,33,41,30,24,30,28
80,1,32,1,usa,White,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,2505,1924,1031,1617,1066,919,1533,1424,9381,2387,1672,1501,3126,2005,52007,375136,1319,3237,869,1926,1094,1007,21384,2496,4833,3819,3472,1468,5165,2390,1365,7669,2237,2613,1250,1316,1321,5252,2132,2864,1729,2283,50826,1825,1386,1841,4463,2063,1284,2996,4289,1273,1520,1784,2915,1315,1631,1615,1495,19846,5482,3146,3025,1258,9040.125,48364.125,28702.125,4937.625,3001.5,3969.5625,5436.5625,3330.625,4383.5938,good,AI9KA1ZD8X1TZ,29,,43,37,32,34,23,25,16,23
81,1,27,1,American,White,8,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5,0.375,0.625,0.28125,0.3125,0.25,2,0,182,1041,158,1923,1514,757,825,1524,1678,487,251,1129,12032,2731,1076,1244,1646,3628,371,1683,674,578,1705,1229,3053,5673,1710,5842,614,1563,1116,1136,3389,17947,1021,850,589,203,1571,3204,4325,251,645,766,856,1797,309,1477,2407,8045,5207,582,674,1960,1450,1490,3295,1404,1928,702,1926,1654,898,293,2214.5,1354.5,1784.5,1361.125,2666.5,2013.8125,1905.625,2664.0625,2284.8438,,A1EQ9MAQ18ZZS4,23,,48,32,29,41,22,20,23,16
82,1,23,1,American,White,7,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0.5625,0.5,0.625,0.5625,0.375,0.75,0.8125,0.875,0.75,2,0,746,607,2103,1528,792,517,138,2590,522,612,974,20621,846,749,1461,161,2323,874,673,1393,13614,246,1696,631,136,531,1402,255,693,17138,1022,607,652,784,117,244,955,974,2602,913,1138,795,646,617,1405,2517,1213,1219,256,1093,612,3436,1276,911,701,719,617,4637,196,423,3292,160,734,1216,947.75,3423.125,2185.4375,2694.875,2709.375,2702.125,1025.75,1291.125,1158.4375,Good,A3FKWA4Y7H0HHL,25,,48,34,31,34,25,27,31,24
83,1,30,2,American,White,7,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0.5625,0.5,0.625,0.625,0.75,0.5,0.71875,0.8125,0.625,2,0,778,755,1870,620,5656,6647,2313,1671,600,545,1714,1434,556,694,366,1052,3058,1377,3857,1602,266,1582,1860,892,309,1036,1763,607,1098,686,1347,4547,1315,612,840,873,1483,713,945,1035,11571,858,116549,905,1277,8172,1247,879,447,1703,1306,734,880,713,802,631,295,1191,878,7734,780,478,1108,350,1731.625,1677.25,1704.4375,1694.75,1541.125,1617.9375,8857.6875,1723.8125,5290.75,good,A61YQJO7NYGDS,22,,49,33,27,34,26,27,26,28
84,1,32,1,USA,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,2575,1010,10169,1578,11510,4640,1058,2546,1661,1194,5668,2168,802,1088,1144,5340,1595,791,985,2274,1225,1695,2130,1646,902,1926,1713,2231,1691,758,2722,3918,3249,851,2547,486,2465,2684,976,1521,1561,2043,1930,775,36277,3661,3234,2443,6805,1483,1382,20616,842,1119,2445,793,6856,1122,910,1207,821,1962,1224,3164,4323.375,2445.5,3384.4375,1620.375,1904.875,1762.625,4595.25,2870.625,3732.9375,GOOD,A2SILNB7FOC8J8,24,,53,33,26,31,29,27,31,30
85,1,25,2,American,White,8,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0.625,0.25,1,0.5625,0.125,1,0.59375,0.1875,1,2,0,1638,1225,2301,1449,1520,1916,1154,1244,1148,109400,1184,1671,1157,1729,2276,2709,3521,1023,1367,1681,7941,1353,1625,1452,1746,1669,1440,1456,1124,1265,1360,2527,2377,2169,2430,1387,1347,1940,1724,1172,1033,2125,8454,2438,1255,1380,1439,4530,2349,4078,1204,2135,1967,1065,2117,2116,1962,1453,1380,1094,1967,2756,1774,1020,1547.25,15167.875,8357.5625,2515.5,1553.25,2034.375,2173.6875,2053.625,2113.6562,nice survey,A7ZX4H7M1K5GN,26,,48,43,23,33,22,27,27,26
86,1,30,1,American,White,8,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0.9375,0.875,1,1,1,1,0.46875,0.4375,0.5,2,0,1144,1528,7675,717,1265,786,1400,1028,1024,2184,684,787,659,1065,6379,1555,368,1004,3082,556,13378,815,1594,740,2167,426,986,944,3088,1090,840,1251,1179,2778,837,1105,682,739,90390,7021,665,950,1281,3870,6859,2275,610,1981,781,8291,6602,2937,4492,882,2962,6305,1468,668,4032,1017,877,3595,1131,1963,2528.75,1206.25,1867.5,3187.875,853.25,2020.5625,7803,2898.5625,5350.7812,good,A29O6FOYRB10S2,23,,52,36,31,31,28,27,26,30
87,1,32,1,USA,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,1035,2657,2309,1717,1705,1593,1887,2026,1046,594,1038,2040,959,891,1185,712,1060,1422,1963,999,2265,1536,2194,2578,876,1514,800,2179,2033,1979,1495,3556,2703,822,2167,877,3742,6543,2746,1320,2455,1082,2111,1547,839,1278,964,1907,769,1603,1433,1686,865,4107,1097,2403,1121,554,1867,2218,13093,2657,819,1312,1395.5,1528.75,1462.125,1585.75,1970.375,1778.0625,2424.4375,1994.75,2209.5938,good,A3JYEAS4FIGFUV,21,,46,25,22,44,23,23,23,24
88,1,24,2,USA,White,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0.9375,0.875,1,0.8125,0.75,0.875,0.5,0.5,0.5,2,0,1577,2720,1582,835,713,23121,19351,921,1218,964,2349,1278,2794,12003,870,17747,2888,842,1074,1876,25908,2424,842,867,867,1552,1034,712,1786,1067,1049,3000,2512,944,959,2149,1918,874,935,187195,1716,1501,1666,931,2033,1717,2234,797,1863,1946,1432,932,1434,782,913,10536,1641,1511,821,889,1270,3679,1143,720,3806.75,7448.625,5627.6875,4431,1542.5,2986.75,1530.625,13568.9375,7549.7812,This survey was good...,A1G4EHG9D1JMD8,29,,50,40,27,36,26,28,28,24
89,1,24,1,usa,American Indian or Alaska Native,10,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0.6875,0.5,0.875,0.6875,0.875,0.5,0.625,0.5625,0.6875,2,0,337,592,2171,3376,12811,726,561,1327,230,179,377462,137,292,196,594,269,244,1112,119,467,141,2544,1159,337,37,3744,240,1399,336,311,317,138,725,146,236,2091,281,398,215,395,216,328,244,288,674,237,1629,311,1713,1201,296,1590,724,1286,479,1087,162,255,1576,1286,180,587,150,330,49307.25,850.25,25078.75,324.125,1256.5,790.3125,593.75,738.5,666.125,good,A156M0MAQ4T1NC,22,,47,37,33,32,29,32,27,28
90,1,25,1,USA,White,10,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0.8125,0.75,0.875,0.625,0.375,0.875,0.78125,0.9375,0.625,2,0,342,173,805,482,749,6839,706,587,359,326,113,12534,278,17241,1684,961,215,751,683,1412,428,552,744,20356,1540,141,917,986,2257,705,462,1334,623,671,202,152,6636,223,2171,5340,123,380,330,377,267,408,1111,740,569,5072,61,188,23822,426,2653,133,513,1005,6857,447,1745,1270,906,170,629.5,4892.875,2761.1875,905.75,3279.625,2092.6875,3036.8125,1062.625,2049.7188,GOOD,A3SIBULMMRHMWU,29,,51,36,36,34,31,30,31,31
91,0,30,2,USA,White,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,0.875,1,1,1,1,0.96875,0.9375,1,2,0,1527,218,470,1402,500,135,688,1528,412,1059,595,545,3665,674,3039,1531,1850,9247,1617,1418,695,3279,186,3481,790,1004,757,292,2201,2065,1161,872,295,1219,1253,658,700,1059,563,625,2353,3114,1023,1602,1035,216,478,2440,1801,1890,1497,704,74,1649,347,738,2070,1044,1562,629,454,105,5757,23834,1362,886.5,1124.25,1157.125,2707.25,1932.1875,1328.875,2595.375,1962.125,GOOD,A345EWEZNXC483,29,,55,40,32,32,22,31,24,27
92,1,24,1,usa,American Indian or Alaska Native,9,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0.75,0.75,0.75,0.75,0.625,0.875,0.75,0.75,0.75,2,0,1319,278,2691,2002,3753,1082,3045,2121,257,582,1895,4662,772,1354,113,191,306,393,1298,1017,330,1413,615,385,370,434,195,1007,472,275,3049,599,334,2353,600,210,1715,2069,290,279,101,134,1095,2501,733078,2249,2952,160,177,403,154,2576,481,2173,179,193,339,402,441,928,1576,4501,1481,2774,1730.625,1534,1632.3125,829.375,690.375,759.875,46562.0625,1494.0625,24028.0625,good,A3QYWLEZG7Q0YC,23,,46,37,27,36,28,28,30,28
93,1,23,2,AMERICAN,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9375,1,0.875,0.0625,0.0625,0.0625,2,0,1602,2679,9275,1545,1350,5827,1668,2689,1681,1632,2680,2058,4900,1852,2688,2078,3320,1745,1788,2826,29095,2479,1233,2557,2673,6164,1504,2468,1870,1604,1657,5182,2314,2718,1622,1556,8704,2584,1583,1998,1851,1566,4157,2716,2113,6931,2303,1868,6641,2087,2199,1684,2224,19413,1662,1555,2139,1325,34969,8715,2847,1857,1709,2433,3230.5,2545,2887.75,5392.5,3128.125,4260.3125,4939.8125,3812.875,4376.3438,NONE,A34VBVXQV71U44,17,,56,37,29,37,27,24,16,13
94,1,30,1,american,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1,0.75,0.8125,0.875,0.75,0.875,0.875,0.875,2,0,954,1213,552,611,817,570,1119,496,3103,1008,151,732,5430,1274,1379,1978,1592,499,457,120,708,176,1399,324,582,716,2182,368,1745,408,251,1060,702,482,542,1944,629,1244,1542,3446,1359,1060,3242,283,495,512,3639,528,426,36675,2205,1750,689,983,584,1797,612,280,736,838,209,1186,899,3258,1688.125,985.25,1336.6875,1114.5,458.875,786.6875,1156.875,3516.625,2336.75,good,A3BY8ZLY4X94CG,24,,53,27,24,45,13,16,9,13
95,1,23,1,American,White,7,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5625,0.5,0.625,0.625,0.25,1,1,1,1,2,0,788,1888,1412,1672,1913,29065,1635,2733,3389,1348,14215,1197,1781,2829,3326,1437,991,1722,8704,2534,3628,1508,3014,1622,1102,5537,9335,2281,2469,4062,1945,1254,2002,955,1313,1609,990,1039,1214,1268,12058,1180,1003,1316,1098,968,1425,1378,2050,964,1124,5782,2502,980,3157,1061,1459,4546,1625,1364,1289,1040,823,1478,3557.375,5271.125,4414.25,3898.5,2565,3231.75,2195.75,1683,1939.375,Good,A2LK9OM4Z7XSPQ,23,,43,33,18,38,19,20,24,18
96,1,30,1,American,White,9,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1,0.75,0.9375,1,0.875,0.90625,0.9375,0.875,2,0,491,1034,8423,1425,848,713,1520,401,808,2096,495,492,523,422,617,847,883,409,1528,1045,434,1939,1204,145038,425,3823,1248,914,372,235,679,287,686,1443,545,493,290,480,99921,559,241,286,1155,848,913,166,880,1236,931,652,782,11839,410,769,245,3841,908,297,1207,1343,923,803,3307,4674,1715.625,928.75,1322.1875,846.625,19211.25,10028.9375,7084,1858.0625,4471.0312,good,A32ES68URHP8HD,24,,45,39,27,35,28,25,27,29
97,1,24,1,USA,American Indian or Alaska Native,9,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0.8125,0.75,0.875,0.75,0.875,0.625,0.65625,0.6875,0.625,2,0,1689,2211,1775,231,8033,1517,1610,1775,7391,1499,240,1188,786,3487,3306,290,1830,2586,2105,1032,1325,278,727010,9776,297,1564,359,1974,1190,552,1423,3048,1248,44340,5643,2431,2136,1537,1797,325,1705,1335,1597,1427,7217,4518,1809,2133,2875,1137,1888,220,2184,1868,809,1682,3288,869,2401,1975,1624,15000,183,5347,3103.75,1524.75,2314.25,91942.375,2601.25,47271.8125,2400.25,5384,3892.125,GOOD,AUXNNW8LR650W,23,,50,40,32,30,31,25,32,25
98,1,27,1,American,White,8,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0.5,0.5,0.5,0.5,0.625,0.375,0.46875,0.375,0.5625,2,0,467,1396,216,7426,538,1386,384,1372,156,5714,4670,473,611,910,674,156,918,487,1575,483,406,582,246,337,1176,538,275,1046,1625,1127,2560,282,207,2196,576,971,183,549,706,247,356,832,285,1086,325,81,1877,1924,209,1254,187,183,668,789,2523,458,519,578,1632,142,1001,1584,1635,815,964.5,2354.125,1659.3125,1097.625,610.25,853.9375,805.5625,855.5625,830.5625,,A1QDRF6CLTOT3L,24,,47,37,29,40,21,17,27,18
99,1,24,1,American,White,7,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0.6875,0.625,0.75,0.8125,0.875,0.75,0.78125,0.8125,0.75,2,0,332,125,130,379,1700,193,127,322,161,104,1072,1176,1161,213,309,533,128,245,220,636,108,498,868,250,124,161,194,301,820,733,103,98,254,314,233,1274,243,799,139,215,866,150,19827,192,219,271,476,235,256,152,207,259,323,201,105,1147,483,210,151,299,139,235,163,80,624,380.625,502.3125,320.625,365.25,342.9375,1505.25,377.0625,941.1562,Good,A2AHSX0WO4L18A,26,,47,33,31,39,25,27,23,24
