subID,AttenCheck,Age,Gender,Nation,Race,Ses,low_PFF1,high_PFF1,low_PFF2,high_PFF2,low_PFF3,high_PFF3,low_PFF4,high_PFF4,low_PFF5,high_PFF5,low_PFF6,high_PFF6,low_PFF7,high_PFF7,low_PFF8,high_PFF8,low_PFM1,high_PFM1,low_PFM2,high_PFM2,low_PFM3,high_PFM3,low_PFM4,high_PFM4,low_PFM5,high_PFM5,low_PFM6,high_PFM6,low_PFM7,high_PFM7,low_PFM8,high_PFM8,low_tree1,high_tree1,low_tree2,high_tree2,low_tree3,high_tree3,low_tree4,high_tree4,low_tree5,high_tree5,low_tree6,high_tree6,low_tree7,high_tree7,low_tree8,high_tree8,low_tree9,high_tree9,low_tree10,high_tree10,low_tree11,high_tree11,low_tree12,high_tree12,low_tree13,high_tree13,low_tree14,high_tree14,low_tree15,high_tree15,low_tree16,high_tree16,PFF,PFF_low,PFF_high,PFM,PFM_low,PFM_high,tree,tree_low,tree_high,Face race,selection,RT_low_female1,RT_high_female1,RT_low_female2,RT_high_female2,RT_low_female3,RT_high_female3,RT_low_female4,RT_high_female4,RT_low_female5,RT_high_female5,RT_low_female6,RT_high_female6,RT_low_female7,RT_high_female7,RT_low_female8,RT_high_female8,RT_low_male1,RT_high_male1,RT_low_male2,RT_high_male2,RT_low_male3,RT_high_male3,RT_low_male4,RT_high_male4,RT_low_male5,RT_high_male5,RT_low_male6,RT_high_male6,RT_low_male7,RT_high_male7,RT_low_male8,RT_high_male8,RT_low_tree1,RT_high_tree1,RT_low_tree2,RT_high_tree2,RT_low_tree3,RT_high_tree3,RT_low_tree4,RT_high_tree4,RT_low_tree5,RT_high_tree5,RT_low_tree6,RT_high_tree6,RT_low_tree7,RT_high_tree7,RT_low_tree8,RT_high_tree8,RT_low_tree9,RT_high_tree9,RT_low_tree10,RT_high_tree10,RT_low_tree11,RT_high_tree11,RT_low_tree12,RT_high_tree12,RT_low_tree13,RT_high_tree13,RT_low_tree14,RT_high_tree14,RT_low_tree15,RT_high_tree15,RT_low_tree16,RT_high_tree16,RT_PFF,RT_PFF_low,RT_PFF_high,RT_PFM,RT_PFM_low,RT_PFM_high,RT_tree,RT_tree_low,RT_tree_high,Comments,workerID,Aggression,IRI,SDO,PCAT1,PCAT2,Nationalism,IC-hi,IC-vi,IC-hc,IC-vc
11,1,29,2,american,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,8921,1125,3080,5181,1312,4657,2241,6048,3754,1500,927,1486,2729,3570,1954,2157,1837,8099,1279,3371,1555,3857,3267,1520,3457,4549,1788,4537,9633,5101,7018,1960,1388,2029,2276,4473,2071,1248,2551,1188,3280,1367,3597,2102,2005,1588,2511,1643,2715,1214,2753,2567,3376,2165,1276,1542,1812,30132,3241,2986,2040,2243,2246,3177,3114.75,3215.5,3165.125,3729.25,4124.25,3926.75,2446.125,3854,3150.0625,,A2HDCSPSMKB2WG,13,,15,39,27,38,17,14,28,28
12,0,33,1,chirstian,American Indian or Alaska Native,8,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0.8125,0.875,0.75,0.6875,0.625,0.75,0.84375,0.875,0.8125,2,0,1745,2636,9488,9077,1228,1997,1443,3101,3275,5213,3636,1565,1855,1635,2187,1451,7769,5320,2273,2182,2612,4194,8323,2008,35618,4549,3495,2122,3220,34202,13828,2837,49405,3487,3790,1722,6235,2507,7289,1753,4227,16608,6839,1852,1404,1170,2412,2298,2934,1215,3937,1939,1308,3720,3346,1929,9542,2198,2680,2269,2604,1845,3104,345,3107.125,3334.375,3220.75,9642.25,7176.75,8409.5,6941,2928.5625,4934.7812,good,APFRZ9WYOOWH6,27,,46,35,35,33,28,24,29,29
13,1,30,1,american,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.9375,1,0.875,2,0,386,769,892,1116,435,892,503,721,1315,927,947,1121,925,7729,642,826,1106,483,322,2194,1225,427,706,541,281,439,840,576,737,858,4462,474,1392,674,1174,7633,314,386,443,748,1225,3330,403,639,450,429,704,170,1448,1121,796,1592,272,264,5057,354,260,601,1450,859,1305,2161,365,1019,755.625,1762.625,1259.125,1209.875,749,979.4375,1066.125,1373.75,1219.9375,GOOD,AW1EN7PL054OB,26,,47,33,32,35,25,26,21,24
14,0,27,1,USA,White,10,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0.75,0.625,0.875,0.75,0.625,0.875,0.8125,0.6875,0.9375,2,0,389,2860,3126,553,1346,723,713,562,1052,738,1413,3014,504,1450,1315,795,1058,255,1058,4972,1287,536,824,2628,326,990,862,1372,918,1444,891,1709,1164,716,557,662,582,1831,814,5736,950,2973,439,3243,9496,1664,837,790,4562,1337,1463,726,512,1226,457,773,909,684,404,2254,784,916,856,683,1232.25,1336.875,1284.5625,903,1738.25,1320.625,1549.125,1638.375,1593.75,GOOD,A2JGO9YCQFQ8CF,32,,55,40,36,34,30,29,30,31
15,1,25,2,USA,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,1454,4484,2035,1774,1815,5308,1711,1981,8363,11518,1407,1609,2532,6760,2374,1705,1914,1693,3482,1625,1847,2422,1993,1562,2214,9379,1564,2234,1814,2042,1382,2291,1310,1571,2012,1800,2284,1181,2095,1115,1436,2334,2204,1115,2356,2244,2627,2080,3216,2553,11813,1560,1762,1940,1452,1522,2587,2488,1469,1631,1686,2199,1522,2317,2711.375,4392.375,3551.875,2026.25,2906,2466.125,2614.4375,1853.125,2233.7812,Good,A2SJ2473KT2BYQ,21,,45,31,24,37,19,19,18,18
16,1,24,1,usa,American Indian or Alaska Native,8,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.875,1,0.75,0.6875,0.625,0.75,0.625,0.5625,0.6875,2,0,545,2521,176,1546,4699,2067,4180,825,4653,144,3841,8603,193,2645,7186,223,550,151,232,194,169,89,625,376,1754759,1194,4988,13056,760,776,2645,450,176,1745,1203,3812,330,5257,298,206,218,273,241,6028,346,79,306,297,357,188,323,1356,1619,5698,1173,802,513,294,140,1308,111,2698,3491,258,3184.125,2321.75,2752.9375,220591,2035.75,111313.375,677.8125,1893.6875,1285.75,good,A3PDLFK9ZZ00M3,31,,45,36,33,33,30,31,29,31
17,1,30,1,USA,White,4,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0.625,0.9375,0.875,1,0.0625,0.0625,0.0625,2,0,1467,2968,13016,4676,3167,2215,2391,1812,11255,1854,2642,3560,1363,4841,4258,5153,2368,2706,1620,2002,3955,1474,2294,8155,1691,2291,1561,4051,3476,2178,3662,1697,1516,1503,761,1560,1728,1720,1764,1664,1790,2222,1824,2087,5305,24268,1249,1866,4125,1636,2582,948,1884,2624,1777,1598,14209,1799,2271,1501,1963,2066,1562,2609,4944.875,3384.875,4164.875,2578.375,3069.25,2823.8125,2894.375,3229.4375,3061.9062,GOOD,A7IXQE36DR8QB,23,,45,38,35,35,30,30,32,32
18,1,23,2,American,White,7,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0.5625,0.4375,0.6875,2,0,1002,3803,2577,4586,1986,1121,1601,8938,4728,4643,1355,940,1634,2720,1181,918,1634,3056,1386,4677,1220,1132,1170,1810,1454,2348,1641,2731,1520,1044,1147,2355,1554,1545,1213,1385,2579,3459,7704,1000,7101,3487,1049,1058,828,11150,3622,2741,2136,1947,1921,3980,7113,1524,933,6823,2419,11818,1474,1411,1597,1370,2447,2758,2008,3458.625,2733.3125,1396.5,2394.125,1895.3125,2855.625,3591,3223.3125,,A2RRRIDXT8IC1Z,19,,49,38,22,44,18,16,19,18
19,1,25,2,AMERICAN,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.03125,0.0625,0,2,0,433,3616,1364,12870,1007,1090,642,861,1146,1273,499,1530,1120,636,1330,751,701,953,791,503,1175,551,878,1370,1067,504,696,1176,1542,1042,1872,1044,760,911,453,2215,1039,884,431,3467860,832,905,581,1942,797,836,876,2488,27204,14976,676,791,667,1441,920,10499,781,834,33505,1003,688,759,1035,837,942.625,2828.375,1885.5,1090.25,892.875,991.5625,4452.8125,219323.8125,111888.3125,GOOD,A1D41E24S4E4I4,22,,50,29,25,40,20,19,21,23
20,1,30,1,usa,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,744,829,713,962,721,691,687,1195,717,624,689,1004,850,512,726,759,635,528,719,663,528,758,1429,707,567,558,586,1437,708,688,265,728,1924,6287,667,1273,585,284,570,563,291,514,1084,625,804,455,712,682,723,610,448,738,704,629,627,335,449,668,1819,490,612,564,530,574,730.875,822,776.4375,679.625,758.375,719,784.3125,955.6875,870,good,A2E8LSHKEXOWLH,21,,47,35,25,36,9,7,7,12
21,0,27,1,USA,Hispanic or Latino,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0.125,0,0.25,0.75,0.75,0.75,2,0,13187,2142,1306,1120,8386,9396,1363,1315,1367,1258,1274,1259,1203,1298,1792,2425,1355,1522,1824,1908,1277,1304,1223,2178,2932,2811,1082,3239,1195,2195,3704,1397,2048,1272,1338,1204,1385,1371,9314,1223,3298,1334,1575,5466,1589,1420,69351,1739,1002,1616,4391,6337,2297,1452,1553,61330,1226,2678,2003,982,995,1305,5091,2056,3734.75,2526.625,3130.6875,1824,2069.25,1946.625,6778.5,5799.0625,6288.7812,GOOD SURVEY,AJTN99E5GFNCF,29,,50,36,35,36,26,27,25,26
22,1,24,1,american,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,274,95,202,137,248,233,126,225,301,251,1218,1331,134,218,134,186,242,282,186,368,99,231,291,233,179,186,155,233,184,58633,1251,185,186,353,306,267,97,315,340,186,219,262,170,323,106,283,186,164,155,197,732829,119,388,91,219,163,113,135,185,1437,142,1470,705,212,329.625,334.5,332.0625,323.375,7543.875,3933.625,46021.625,373.5625,23197.5938,good,ABDQNBWD8LAQI,22,,55,21,22,38,16,13,11,7
23,1,32,1,CHRISTIAN,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,776,810,767,805,851,1442,2105,870,698,1548,743,2347,828,4633,812,875,1185,778,742,738,776,1053,200101,682,672,774,850,842,826,794,771,844,882,809,827,876,786,719,884,777,889,862,735,769,1234,690,875,875,974,750,930,3522,794,819,852,698,803,828,742,19128,792,737,899,631,947.5,1666.25,1306.875,25740.375,813.125,13276.75,868.625,2093.125,1480.875,GOOD,AB7TB6D22L1SP,19,,45,28,24,31,3,8,5,6
24,1,21,1,WHITE,White,9,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0.6875,0.875,0.5,0.5,0.625,0.375,0.625,0.5625,0.6875,2,0,674,348,17237,1068,1521,1106,1568,2417,956,4230,770,604,767,1256,1282,1478,1228,2114,698,1766,686,1146,1490,699,909,775,949,672,907,1602,1054,1364,975,2143,2037,841,1443,811,625,855,517,937,983,1420,1674,2245,2443,1134,1641,4675,887,737,1309,571,808,1147,1336,780,1733,932,1276,604,437,929,3096.875,1563.375,2330.125,990.125,1267.25,1128.6875,1257.75,1297.5625,1277.6562,GOOD,A4WHAF48RT6X9,23,,49,35,33,36,27,28,28,28
25,1,25,2,AMERICAN,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9375,0.875,1,0.03125,0.0625,0,2,0,1206,666,999,806,1908,1542,799,807,829,1793,911,1079,1046,1171,1368,927,963,1065,2069,1003,828,980,927,828,906,832,1389,937,859,18172,1082,779,1128,1161,1124,850,995,814,1012,923,896,1070,920,863,859,1278,1407,1004,804,1093,1017,1203,866,1027,937,881,1246,1036,868,2528,1126,1057,1666,1171,1133.25,1098.875,1116.0625,1127.875,3074.5,2101.1875,1054.4375,1122.4375,1088.4375,GOOD,AJ7EAGA65M3ZU,20,,44,28,25,36,20,18,23,22
26,1,30,1,usa,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,161,899,163,123,1411,531,269,200,4178,266,240,467,138,248,437,192,186,170,202,311,460,613,491,256,424,498,749,304,211,145,268,360,193,464,193,245,154,259,1237,172,827,297,13795,500,218,196,1018,772,230,122,2474,238,277,176,263,152,723,206,315,329,322,185,137,201,874.625,365.75,620.1875,373.875,332.125,353,1398.5,282.125,840.3125,good,A18JQJZSUZBB6,17,,49,27,17,39,10,10,6,7
27,0,25,2,US,White,10,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0.5,0.5,0.5,0.375,0.375,0.375,0.625,0.6875,0.5625,2,0,1297,1740,978,1515,1105,807,1609,713,848,1562,5287,2434,3728,1196,12622,1913,1026,654,16595,1206,8463,1235,1635,1061,822,3329,1372,831,1682,1115,1731,708,1761,1257,1242,1137,1053,14616,1207,962,24070,686,1339,1286,6400,994,4493,1097,2357,2964,1448,719,1028,1685,723,14001,1730,889,1722,801,1109,847,659,3389,3434.25,1485,2459.625,4165.75,1267.375,2716.5625,3271.3125,2958.125,3114.7188,good,A13Z86US4VI9CC,28,,46,29,30,40,23,23,24,26
28,1,30,1,AMERICAN,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,1189,5199,1127,3012,893,1353,2103,5243,1891,1595,1504,1104,939,906,2528,1484,3841,1593,1444,1106,1132,2953,1012,4113,1144,1103,14187,3207,6280,3067,2585,1168,1403,1167,1327,4259,1268,1976,1908,1659,1059,1331,2292,1238,1123,2141,1665,1408,1081,1023,4582,2136,1536,3093,1548,2944,1507,1628,2729,1246,1290,1383,1489,1282,1521.75,2487,2004.375,3953.125,2288.75,3120.9375,1737.9375,1869.625,1803.7812,GOOD,A2EVO0JF0V6Q1,25,,46,42,30,30,28,23,25,31
29,1,24,1,american,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,193,272,200,202,126,200,78,231,361,173,444,172,184,227,9672,384,628,195,255,163,121,122,23081,92,120,175,109,106,444,251,161,307,266,176,146,179,293,98,113,1150,228,210,975,174,263,958,152,232,224,99,4,186,152,240,319,93,325,99,194,320,108,109400,201,151,1407.25,232.625,819.9375,3114.875,176.375,1645.625,247.6875,7110.3125,3679,good,APKDB0RX10NTT,16,,49,26,15,47,6,9,13,6
30,1,25,2,American,White,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.71875,0.625,0.8125,2,0,36151,3644,2760,1093,15707,3688,8183,1205,7604,1083,7065,1425,2453,798,1408,4072,1295,2871,1875,1742,1837,5099,4042,2507,2044,845,1087,10153,4953,7887,919,3338,2252,4742,18290,1268,1750,5223,2689,4770,716,1738,5656,3174,8248,1481,1225,2095,2284,2984,1477,2923,1254,4486,2863,1412,5707,2110,4812,1331,7657,2685,4387,1299,10166.375,2126,6146.1875,2256.5,4305.25,3280.875,4454.1875,2732.5625,3593.375,The survey was good.,A2IK3H6MQ1QV6E,16,,35,43,20,39,24,25,29,21
31,1,24,2,American,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.03125,0,0.0625,2,0,736,1075,1286,1930,726,643,965,1443,837,983,736,1372,2565,1756,1166,921,1066,1302,858,1424,1098,1286,971,751,645,1407,991,1046,1708,2091,896,1278,765,838,1250,890,3120,1131,1045,972,1111,1233,1551,1279,1075,898,1114,1205,1114,1346,2102,1047,860,1134,935,826,1062,1359,1045,1313,1216,930,2426,1395,1127.125,1265.375,1196.25,1029.125,1323.125,1176.125,1361.9375,1112.25,1237.0938,good,AXKR7CV74GTI0,20,,47,30,24,38,18,21,17,19
32,1,25,1,american,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,191,530,262,376,386,1265,313,299,285,177,5441,384,319,332,900,49,279,265,549,345,287,250,375,165,285,244,1635,163,307,322,261,781,185,189,203,399,359,294,270,195,1595,230,296,162,268,202,288,216,371,270,469,408,6540,267,1446,453,228,218,166,319,350,464,337,266,1012.125,426.5,719.3125,497.25,316.875,407.0625,835.6875,284.5,560.0938,good,A3POIL48RV5G8Y,13,,45,23,12,39,8,7,7,6
33,1,30,1,AMERICAN,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,1922,1491,3969,1480,1492,1704,8296,1634,2859,1688,1906,4052,1111,1745,5193,1686,10655,1976,2418,1015,943,7650,2798,2456,1050,1756,2114,1802,1055,1734,1470,1000,1787,1641,4569,1135,1151,3671,1457,1537,2250,2034,1702,3298,1576,2263,6563,1226,1232,1842,2492,5637,1269,1646,1075,1465,12587,1873,1266,1278,2756,1522,1594,2386,3343.5,1935,2639.25,2812.875,2423.625,2618.25,2832.875,2153.375,2493.125,GOOD,A3U5NCN62JEGDK,27,,53,35,28,36,24,23,24,27
34,1,25,1,american,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,208,200,306,203,211,514,395,135,478,236,281,304,639,392,451,345,383,249,131,372,165,695,195,391,378,581,138,382,225,417,396,354,294,390,291,377,148,245,371,314,381,153,426,386,348,237,4141,250,278,353,332,454,353,267,193,147,144,535,548,225,176,1432,304,384,371.125,291.125,331.125,251.375,430.125,340.75,545.5,384.3125,464.9062,good,A2OFVEA8BEJDZN,19,,49,25,11,42,7,6,8,5
35,0,30,1,USA,White,5,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.4375,0.375,0.5,0,0,0,0.96875,1,0.9375,2,0,2689,2373,1258,1550,1009,851,951,2195,1152,2423,1759,1043,1396,1207,5191,713,1141,1773,1380,1018,1378,2952,2175,1512,2182,1481,2499,2395,1920,709,2084,1525,3769,1429,3193,1350,3643,3444,930,1554,1071,1057,1096,835,2938,1589,856,1458,911,794,821,953,1622,1804,1090,2298,1342,915,1132,994,1192,939,1189,1021,1925.625,1544.375,1735,1844.875,1670.625,1757.75,1674.6875,1402.125,1538.4062,GOOD,A3K6XJ7V0EQBMT,26,,59,37,17,46,15,12,20,20
36,1,50,1,american,White,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0625,0.125,0,0.0625,0,0.125,0.875,0.875,0.875,2,0,1411,833,8224,851,2573,38180,1959,786,1554,1932,2200,2611,777,2001,949,1436,3323,1996,1674,4726,668,1508,1334,1999,1168,1600,2593,1740,1729,7045,8316,1087,2090,906,1881,2008,3075,21389,1125,3734,1356,1298,1398,2463,9605,1738,986,2074,3296,1924,1675,9521,16352,1631,2133,2143,1161,1158,2435,3003,12502,1678,1438,2739,2455.875,6078.75,4267.3125,2600.625,2712.625,2656.625,3906.75,3712.9375,3809.8438,GOOD,ARMNBJQQTC3MN,11,,36,36,24,32,24,22,25,23
37,1,32,1,CHIRISTIAN,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,850,757,635,779,723,663,787,763,805,720,726,708,766,833,692,650,743,1016,826,683,798,779,747,716,1677,692,685,650,779,682,1218,156649,729,699,967,744,700,794,805,1834,763,738,716,693,789,961,18970,1517,868,1316,706,656,2177,1440,788,1434,742,838,314,904,761,692,819,81111,748,734.125,741.0625,934.125,20233.375,10583.75,1975.875,6023.1875,3999.5312,GOOD,A14HW0817PDZWO,16,,45,27,14,42,7,6,5,5
38,0,35,1,American,White,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.6875,0.625,0.75,0,0,0,2,0,23178,39784,207990,2094,8792,1695,4070,4608,1745,2537,2174,2846,1970,7267,3365,3279,3112,9365,8322,16600,4863,10864,11186,1721,1749,1824,2536,2231,3061,7284,4912,5529,1083,4242,1769,2021,1588,1409,1704,1694,1954,1332,7043,9369,3660,4866,1688,3133,4184,1329,1903,2104,2174,1917,1488,1345,7881,1512,1791,14569,2240,1662,1383,1047,31660.5,8013.75,19837.125,4967.625,6927.25,5947.4375,2720.8125,3346.9375,3033.875,Interested and entertaining,A3OZLGUGN34Y39,21,,43,40,19,34,26,25,26,25
39,1,25,2,AMERICAN,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0625,0.125,0,2,0,686,790,10508,664,677,1340,994,1024,52173,964,1157,7408,925,992,945,925,1556,1218,785,798,886,1179,892,790,798,989,37076,64366,1396,916,901,815,939,959,1050,1065,1461,910,714,990,1102,1000,719,946,1026,1102,1192,694,1037,676,999,1004,998,715,1389,2404,1223,1199,1079,1214,633,3472,1041,953,8508.125,1763.375,5135.75,5536.25,8883.875,7210.0625,1037.625,1206.4375,1122.0312,GOOD,A1B7X75L6JOPGM,21,,49,35,25,39,18,20,20,22
40,0,33,1,new york,White,7,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0.75,0.625,0.875,0.5,0.25,0.75,0.8125,0.625,1,2,0,21479,1388,5323,2899,336,1582,2728,2364,1437,7033,2869,2179,172,1705,3259,1876,10126,3985,1956,4067,2189,851,1681,1285,1457,1641,1820,2735,1537,1320,1827,1533,2287,1449,2610,5874,954,1200,12256,1947,1232,5386,2759,8771,1503,2357,4126,797,2200,1694,815,1736,1069,2069,2256,1459,2841,1511,1899,1721,1691,1628,3524,805,4700.375,2628.25,3664.3125,2824.125,2177.125,2500.625,2751.375,2525.25,2638.3125,it was learn something about new information,AFNTU5C5A4B9M,21,,48,34,23,43,21,21,21,21
