subj_idx,race,outSold,rt,response,stim,stimulus,type,sold,subj_race,com_stim
39,Asian,1,2593,1,male,face,Neutral,low,same,Neutral
39,Asian,2,893,1,female,face,Neutral,low,same,Neutral
39,Asian,7,1878,0,tree,tree,Neutral,high,same,Tree
39,Asian,5,140624,1,male,face,Neutral,low,same,Neutral
39,Asian,3,857413,0,tree,tree,Neutral,low,same,Tree
39,Asian,8,2857,0,tree,tree,Neutral,high,same,Tree
39,Asian,2,5797,0,tree,tree,Neutral,low,same,Tree
39,Asian,7,1842,0,tree,tree,Neutral,high,same,Tree
39,Asian,3,1512,0,tree,tree,Neutral,low,same,Tree
39,Asian,9,2262,0,tree,tree,Neutral,high,same,Tree
39,Asian,3,2117,0,tree,tree,Neutral,low,same,Tree
39,Asian,6,1334,1,female,face,Neutral,high,same,Neutral
39,Asian,1,1511,0,tree,tree,Neutral,low,same,Tree
39,Asian,3,1361,1,male,face,Neutral,low,same,Neutral
39,Asian,6,1127,1,male,face,Neutral,high,same,Neutral
39,Asian,2,1622,0,tree,tree,Neutral,low,same,Tree
39,Asian,5,973,0,tree,tree,Neutral,low,same,Tree
39,Asian,3,1939,1,female,face,Neutral,low,same,Neutral
39,Asian,2,1405,0,tree,tree,Neutral,low,same,Tree
39,Asian,8,2962,1,male,face,Neutral,high,same,Neutral
39,Asian,2,1224,1,female,face,Neutral,low,same,Neutral
39,Asian,6,1403,0,tree,tree,Neutral,high,same,Tree
39,Asian,1,1183,1,male,face,Neutral,low,same,Neutral
39,Asian,5,1743,0,tree,tree,Neutral,low,same,Tree
39,Asian,6,1234,0,tree,tree,Neutral,high,same,Tree
39,Asian,7,1181,0,tree,tree,Neutral,high,same,Tree
39,Asian,5,1289,1,male,face,Neutral,low,same,Neutral
39,Asian,7,1293,0,tree,tree,Neutral,high,same,Tree
39,Asian,2,3578,1,female,face,Neutral,low,same,Neutral
39,Asian,9,770,1,male,face,Neutral,high,same,Neutral
39,Asian,4,938,1,female,face,Neutral,low,same,Neutral
39,Asian,10,1334,1,male,face,Neutral,high,same,Neutral
39,Asian,2,1427,0,tree,tree,Neutral,low,same,Tree
39,Asian,10,2331,1,female,face,Neutral,high,same,Neutral
39,Asian,2,827,1,male,face,Neutral,low,same,Neutral
39,Asian,8,1481,0,tree,tree,Neutral,high,same,Tree
39,Asian,9,879,0,tree,tree,Neutral,high,same,Tree
39,Asian,7,2101,0,tree,tree,Neutral,high,same,Tree
39,Asian,8,751,0,tree,tree,Neutral,high,same,Tree
39,Asian,9,1198,1,female,face,Neutral,high,same,Neutral
39,Asian,5,1295,0,tree,tree,Neutral,low,same,Tree
39,Asian,5,744,0,tree,tree,Neutral,low,same,Tree
39,Asian,5,1415,1,male,face,Neutral,low,same,Neutral
39,Asian,2,1248,0,tree,tree,Neutral,low,same,Tree
39,Asian,10,1853,0,tree,tree,Neutral,high,same,Tree
39,Asian,7,1293,1,female,face,Neutral,high,same,Neutral
39,Asian,1,816,1,female,face,Neutral,low,same,Neutral
39,Asian,3,860,1,male,face,Neutral,low,same,Neutral
39,Asian,3,1410,0,tree,tree,Neutral,low,same,Tree
39,Asian,8,1517,1,female,face,Neutral,high,same,Neutral
39,Asian,5,1449,0,tree,tree,Neutral,low,same,Tree
39,Asian,10,746,0,tree,tree,Neutral,high,same,Tree
39,Asian,10,1387,1,male,face,Neutral,high,same,Neutral
39,Asian,4,1326,1,female,face,Neutral,low,same,Neutral
39,Asian,6,815,1,male,face,Neutral,high,same,Neutral
39,Asian,5,1406,0,tree,tree,Neutral,low,same,Tree
39,Asian,7,1498,1,male,face,Neutral,high,same,Neutral
39,Asian,3,708,1,female,face,Neutral,low,same,Neutral
39,Asian,9,2228,0,tree,tree,Neutral,high,same,Tree
39,Asian,6,730,0,female,face,Neutral,high,same,Neutral
39,Asian,8,868,1,female,face,Neutral,high,same,Neutral
39,Asian,9,792,1,female,face,Neutral,high,same,Neutral
39,Asian,7,1554,0,tree,tree,Neutral,high,same,Tree
39,Asian,7,1280,1,male,face,Neutral,high,same,Neutral
40,Asian,9,11849,0,male,face,Neutral,high,same,Neutral
40,Asian,9,5230,1,female,face,Neutral,high,same,Neutral
40,Asian,9,4142,0,tree,tree,Neutral,high,same,Tree
40,Asian,2,6577,1,female,face,Neutral,low,same,Neutral
40,Asian,7,2043,0,tree,tree,Neutral,high,same,Tree
40,Asian,5,4453,0,tree,tree,Neutral,low,same,Tree
40,Asian,3,1862,1,male,face,Neutral,low,same,Neutral
40,Asian,2,1931,1,female,face,Neutral,low,same,Neutral
40,Asian,8,1866,0,female,face,Neutral,high,same,Neutral
40,Asian,3,4772,0,tree,tree,Neutral,low,same,Tree
40,Asian,7,1605,1,tree,tree,Neutral,high,same,Tree
40,Asian,4,1364,0,tree,tree,Neutral,low,same,Tree
40,Asian,2,7896,1,male,face,Neutral,low,same,Neutral
40,Asian,9,3494,0,tree,tree,Neutral,high,same,Tree
40,Asian,4,95515,0,tree,tree,Neutral,low,same,Tree
40,Asian,3,40622,1,female,face,Neutral,low,same,Neutral
40,Asian,8,34409,0,tree,tree,Neutral,high,same,Tree
40,Asian,1,46356,1,tree,tree,Neutral,low,same,Tree
40,Asian,2,1515,1,male,face,Neutral,low,same,Neutral
40,Asian,9,3830,0,tree,tree,Neutral,high,same,Tree
40,Asian,2,10415,1,female,face,Neutral,low,same,Neutral
40,Asian,2,24889,0,tree,tree,Neutral,low,same,Tree
40,Asian,8,4189,0,tree,tree,Neutral,high,same,Tree
40,Asian,9,2517,0,tree,tree,Neutral,high,same,Tree
40,Asian,8,3188,0,female,face,Neutral,high,same,Neutral
40,Asian,4,2474,0,tree,tree,Neutral,low,same,Tree
40,Asian,6,2690,0,tree,tree,Neutral,high,same,Tree
40,Asian,9,19971,0,male,face,Neutral,high,same,Neutral
40,Asian,10,1539,0,female,face,Neutral,high,same,Neutral
40,Asian,9,1794,0,tree,tree,Neutral,high,same,Tree
40,Asian,8,1031,0,male,face,Neutral,high,same,Neutral
40,Asian,3,2149,1,male,face,Neutral,low,same,Neutral
40,Asian,6,1924,0,female,face,Neutral,high,same,Neutral
40,Asian,9,7466,0,male,face,Neutral,high,same,Neutral
40,Asian,10,2070,0,female,face,Neutral,high,same,Neutral
40,Asian,10,1994,0,female,face,Neutral,high,same,Neutral
40,Asian,6,2020,0,tree,tree,Neutral,high,same,Tree
40,Asian,1,1497,1,male,face,Neutral,low,same,Neutral
40,Asian,9,1459,0,tree,tree,Neutral,high,same,Tree
40,Asian,4,2274,0,tree,tree,Neutral,low,same,Tree
40,Asian,6,1405,0,tree,tree,Neutral,high,same,Tree
40,Asian,4,2326,0,tree,tree,Neutral,low,same,Tree
40,Asian,6,8943,0,male,face,Neutral,high,same,Neutral
40,Asian,5,1145,0,tree,tree,Neutral,low,same,Tree
40,Asian,2,1422,1,tree,tree,Neutral,low,same,Tree
40,Asian,3,2128,0,female,face,Neutral,low,same,Neutral
40,Asian,5,3459,0,male,face,Neutral,low,same,Neutral
40,Asian,4,3226,1,female,face,Neutral,low,same,Neutral
40,Asian,9,2129,0,tree,tree,Neutral,high,same,Tree
40,Asian,7,5380,1,male,face,Neutral,high,same,Neutral
40,Asian,2,3185,0,tree,tree,Neutral,low,same,Tree
40,Asian,4,1231,0,female,face,Neutral,low,same,Neutral
40,Asian,8,1905,0,female,face,Neutral,high,same,Neutral
40,Asian,1,1916,1,tree,tree,Neutral,low,same,Tree
40,Asian,3,1522,0,male,face,Neutral,low,same,Neutral
40,Asian,10,1648,0,male,face,Neutral,high,same,Neutral
40,Asian,5,1899,0,male,face,Neutral,low,same,Neutral
40,Asian,10,2331,0,tree,tree,Neutral,high,same,Tree
40,Asian,7,2071,0,male,face,Neutral,high,same,Neutral
40,Asian,5,1773,0,tree,tree,Neutral,low,same,Tree
40,Asian,6,1519,0,tree,tree,Neutral,high,same,Tree
40,Asian,4,1720,0,tree,tree,Neutral,low,same,Tree
40,Asian,2,1754,1,tree,tree,Neutral,low,same,Tree
40,Asian,4,1380,0,female,face,Neutral,low,same,Neutral
41,Asian,6,5715,0,tree,tree,Neutral,high,same,Tree
41,Asian,3,3605,0,tree,tree,Neutral,low,same,Tree
41,Asian,4,5119,1,male,face,Neutral,low,same,Neutral
41,Asian,1,4162,0,tree,tree,Neutral,low,same,Tree
41,Asian,7,10390,1,female,face,Neutral,high,same,Neutral
41,Asian,10,2180,0,tree,tree,Neutral,high,same,Tree
41,Asian,9,1848,0,tree,tree,Neutral,high,same,Tree
41,Asian,2,8867,1,tree,tree,Neutral,low,same,Tree
41,Asian,5,2536,0,tree,tree,Neutral,low,same,Tree
41,Asian,7,2982,1,male,face,Neutral,high,same,Neutral
41,Asian,7,1877,1,female,face,Neutral,high,same,Neutral
41,Asian,5,1835,0,tree,tree,Neutral,low,same,Tree
41,Asian,9,1443,0,tree,tree,Neutral,high,same,Tree
41,Asian,6,1196,0,tree,tree,Neutral,high,same,Tree
41,Asian,1,2170,1,male,face,Neutral,low,same,Neutral
41,Asian,8,1743,0,tree,tree,Neutral,high,same,Tree
41,Asian,6,1928,1,male,face,Neutral,high,same,Neutral
41,Asian,7,2305,1,female,face,Neutral,high,same,Neutral
41,Asian,6,1868,1,female,face,Neutral,high,same,Neutral
41,Asian,3,1702,1,male,face,Neutral,low,same,Neutral
41,Asian,7,1648,1,male,face,Neutral,high,same,Neutral
41,Asian,1,2215,1,male,face,Neutral,low,same,Neutral
41,Asian,3,1410,1,female,face,Neutral,low,same,Neutral
41,Asian,1,1811,1,male,face,Neutral,low,same,Neutral
41,Asian,9,2414,1,female,face,Neutral,high,same,Neutral
41,Asian,3,1449,1,male,face,Neutral,low,same,Neutral
41,Asian,4,1339,0,tree,tree,Neutral,low,same,Tree
41,Asian,7,927,0,tree,tree,Neutral,high,same,Tree
41,Asian,1,1318,1,female,face,Neutral,low,same,Neutral
41,Asian,6,1822,1,male,face,Neutral,high,same,Neutral
41,Asian,1,1547,0,tree,tree,Neutral,low,same,Tree
41,Asian,6,1096,1,male,face,Neutral,high,same,Neutral
41,Asian,4,2282,0,tree,tree,Neutral,low,same,Tree
41,Asian,5,848,0,tree,tree,Neutral,low,same,Tree
41,Asian,4,766,0,tree,tree,Neutral,low,same,Tree
41,Asian,8,689,0,tree,tree,Neutral,high,same,Tree
41,Asian,5,770,0,tree,tree,Neutral,low,same,Tree
41,Asian,1,939,0,tree,tree,Neutral,low,same,Tree
41,Asian,4,1014,1,female,face,Neutral,low,same,Neutral
41,Asian,9,983,1,male,face,Neutral,high,same,Neutral
41,Asian,2,1347,0,tree,tree,Neutral,low,same,Tree
41,Asian,7,1327,1,female,face,Neutral,high,same,Neutral
41,Asian,10,992,0,tree,tree,Neutral,high,same,Tree
41,Asian,5,755,0,male,face,Neutral,low,same,Neutral
41,Asian,10,637,0,tree,tree,Neutral,high,same,Tree
41,Asian,7,600,0,tree,tree,Neutral,high,same,Tree
41,Asian,6,1510,1,male,face,Neutral,high,same,Neutral
41,Asian,8,1089,1,male,face,Neutral,high,same,Neutral
41,Asian,5,727,0,tree,tree,Neutral,low,same,Tree
41,Asian,5,1199,1,female,face,Neutral,low,same,Neutral
41,Asian,5,688,1,male,face,Neutral,low,same,Neutral
41,Asian,3,633,1,female,face,Neutral,low,same,Neutral
41,Asian,10,1406,0,tree,tree,Neutral,high,same,Tree
41,Asian,1,1744,1,female,face,Neutral,low,same,Neutral
41,Asian,10,1769,1,female,face,Neutral,high,same,Neutral
41,Asian,4,699,1,female,face,Neutral,low,same,Neutral
41,Asian,7,910,0,tree,tree,Neutral,high,same,Tree
41,Asian,5,1062,0,tree,tree,Neutral,low,same,Tree
41,Asian,2,1498,1,female,face,Neutral,low,same,Neutral
41,Asian,6,847,0,tree,tree,Neutral,high,same,Tree
41,Asian,9,1190,0,tree,tree,Neutral,high,same,Tree
41,Asian,1,1752,1,tree,tree,Neutral,low,same,Tree
41,Asian,9,1192,0,tree,tree,Neutral,high,same,Tree
41,Asian,7,1169,1,female,face,Neutral,high,same,Neutral
42,Asian,1,18827,1,tree,tree,Neutral,low,same,Tree
42,Asian,1,7469,1,male,face,Neutral,low,same,Neutral
42,Asian,7,8403,1,tree,tree,Neutral,high,same,Tree
42,Asian,1,4111,1,male,face,Neutral,low,same,Neutral
42,Asian,1,4524,1,female,face,Neutral,low,same,Neutral
42,Asian,2,3416,1,female,face,Neutral,low,same,Neutral
42,Asian,8,2754,1,female,face,Neutral,high,same,Neutral
42,Asian,3,2806,1,male,face,Neutral,low,same,Neutral
42,Asian,5,1845,1,male,face,Neutral,low,same,Neutral
42,Asian,8,5894,0,tree,tree,Neutral,high,same,Tree
42,Asian,2,2522,1,tree,tree,Neutral,low,same,Tree
42,Asian,5,4143,0,tree,tree,Neutral,low,same,Tree
42,Asian,6,2429,1,female,face,Neutral,high,same,Neutral
42,Asian,2,2910,1,tree,tree,Neutral,low,same,Tree
42,Asian,2,1567,1,female,face,Neutral,low,same,Neutral
42,Asian,9,5245,0,male,face,Neutral,high,same,Neutral
42,Asian,7,3523,0,tree,tree,Neutral,high,same,Tree
42,Asian,10,1768,0,tree,tree,Neutral,high,same,Tree
42,Asian,8,4912,0,male,face,Neutral,high,same,Neutral
42,Asian,1,1364,1,female,face,Neutral,low,same,Neutral
42,Asian,7,2304,0,male,face,Neutral,high,same,Neutral
42,Asian,3,1545,1,tree,tree,Neutral,low,same,Tree
42,Asian,10,1454,0,tree,tree,Neutral,high,same,Tree
42,Asian,7,1725,0,male,face,Neutral,high,same,Neutral
42,Asian,3,1339,1,tree,tree,Neutral,low,same,Tree
42,Asian,4,1875,1,female,face,Neutral,low,same,Neutral
42,Asian,4,1660,1,female,face,Neutral,low,same,Neutral
42,Asian,5,1226,1,tree,tree,Neutral,low,same,Tree
42,Asian,5,3939,1,tree,tree,Neutral,low,same,Tree
42,Asian,7,1812,0,tree,tree,Neutral,high,same,Tree
42,Asian,5,1384,1,tree,tree,Neutral,low,same,Tree
42,Asian,9,1465,0,tree,tree,Neutral,high,same,Tree
42,Asian,5,1299,1,tree,tree,Neutral,low,same,Tree
42,Asian,1,1006,1,male,face,Neutral,low,same,Neutral
42,Asian,7,1523,0,male,face,Neutral,high,same,Neutral
42,Asian,8,1153,0,male,face,Neutral,high,same,Neutral
42,Asian,9,3437,0,tree,tree,Neutral,high,same,Tree
42,Asian,5,1216,1,tree,tree,Neutral,low,same,Tree
42,Asian,8,1653,0,male,face,Neutral,high,same,Neutral
42,Asian,9,1298,0,tree,tree,Neutral,high,same,Tree
42,Asian,7,4379,0,female,face,Neutral,high,same,Neutral
42,Asian,2,1123,1,male,face,Neutral,low,same,Neutral
42,Asian,7,1272,0,tree,tree,Neutral,high,same,Tree
42,Asian,7,1286,0,male,face,Neutral,high,same,Neutral
42,Asian,10,890,0,female,face,Neutral,high,same,Neutral
42,Asian,4,1922,0,tree,tree,Neutral,low,same,Tree
42,Asian,2,1359,1,tree,tree,Neutral,low,same,Tree
42,Asian,6,3706,0,female,face,Neutral,high,same,Neutral
42,Asian,6,940,0,female,face,Neutral,high,same,Neutral
42,Asian,5,2837,1,female,face,Neutral,low,same,Neutral
42,Asian,6,1262,1,tree,tree,Neutral,high,same,Tree
42,Asian,4,1949,0,tree,tree,Neutral,low,same,Tree
42,Asian,9,1139,0,tree,tree,Neutral,high,same,Tree
42,Asian,1,1168,1,female,face,Neutral,low,same,Neutral
42,Asian,4,1255,1,male,face,Neutral,low,same,Neutral
42,Asian,6,1088,0,female,face,Neutral,high,same,Neutral
42,Asian,7,853,0,tree,tree,Neutral,high,same,Tree
42,Asian,5,1702,0,tree,tree,Neutral,low,same,Tree
42,Asian,7,1435,0,tree,tree,Neutral,high,same,Tree
42,Asian,10,1071,0,female,face,Neutral,high,same,Neutral
42,Asian,8,938,0,tree,tree,Neutral,high,same,Tree
42,Asian,1,1114,1,male,face,Neutral,low,same,Neutral
42,Asian,3,3122,0,tree,tree,Neutral,low,same,Tree
42,Asian,8,1213,0,tree,tree,Neutral,high,same,Tree
43,Asian,8,27546,0,tree,tree,Neutral,high,same,Tree
43,Asian,8,11974,0,female,face,Neutral,high,same,Neutral
43,Asian,6,5873,0,male,face,Neutral,high,same,Neutral
43,Asian,8,5248,0,male,face,Neutral,high,same,Neutral
43,Asian,4,4074,0,tree,tree,Neutral,low,same,Tree
43,Asian,7,2506,0,tree,tree,Neutral,high,same,Tree
43,Asian,5,1865,0,tree,tree,Neutral,low,same,Tree
43,Asian,10,3058,0,male,face,Neutral,high,same,Neutral
43,Asian,9,1924,0,tree,tree,Neutral,high,same,Tree
43,Asian,5,3427,0,tree,tree,Neutral,low,same,Tree
43,Asian,3,2408,0,tree,tree,Neutral,low,same,Tree
43,Asian,1,2331,1,female,face,Neutral,low,same,Neutral
43,Asian,1,1965,0,tree,tree,Neutral,low,same,Tree
43,Asian,3,1980,0,tree,tree,Neutral,low,same,Tree
43,Asian,2,5224,0,male,face,Neutral,low,same,Neutral
43,Asian,6,4447,0,female,face,Neutral,high,same,Neutral
43,Asian,3,1597,0,female,face,Neutral,low,same,Neutral
43,Asian,8,7983,0,tree,tree,Neutral,high,same,Tree
43,Asian,2,1632,0,female,face,Neutral,low,same,Neutral
43,Asian,9,1988,0,female,face,Neutral,high,same,Neutral
43,Asian,8,1539,0,tree,tree,Neutral,high,same,Tree
43,Asian,5,3606,0,male,face,Neutral,low,same,Neutral
43,Asian,4,1476,0,tree,tree,Neutral,low,same,Tree
43,Asian,2,1818,0,male,face,Neutral,low,same,Neutral
43,Asian,1,3141,0,tree,tree,Neutral,low,same,Tree
43,Asian,8,4441,0,male,face,Neutral,high,same,Neutral
43,Asian,6,3859,0,female,face,Neutral,high,same,Neutral
43,Asian,8,3002,0,tree,tree,Neutral,high,same,Tree
43,Asian,10,2341,0,female,face,Neutral,high,same,Neutral
43,Asian,5,4378,0,tree,tree,Neutral,low,same,Tree
43,Asian,9,5636,0,tree,tree,Neutral,high,same,Tree
43,Asian,5,5518,0,female,face,Neutral,low,same,Neutral
43,Asian,10,1878,0,tree,tree,Neutral,high,same,Tree
43,Asian,2,2380,0,male,face,Neutral,low,same,Neutral
43,Asian,4,1294,0,tree,tree,Neutral,low,same,Tree
43,Asian,7,3925,0,tree,tree,Neutral,high,same,Tree
43,Asian,1,1247,1,male,face,Neutral,low,same,Neutral
43,Asian,5,3257,0,tree,tree,Neutral,low,same,Tree
43,Asian,2,1465,0,female,face,Neutral,low,same,Neutral
43,Asian,9,1233,0,tree,tree,Neutral,high,same,Tree
43,Asian,7,3542,0,tree,tree,Neutral,high,same,Tree
43,Asian,7,4781,0,tree,tree,Neutral,high,same,Tree
43,Asian,3,1561,0,tree,tree,Neutral,low,same,Tree
43,Asian,10,1837,0,male,face,Neutral,high,same,Neutral
43,Asian,6,1834,0,female,face,Neutral,high,same,Neutral
43,Asian,7,2625,0,tree,tree,Neutral,high,same,Tree
43,Asian,3,2967,0,female,face,Neutral,low,same,Neutral
43,Asian,3,1944,0,tree,tree,Neutral,low,same,Tree
43,Asian,6,1246,0,female,face,Neutral,high,same,Neutral
43,Asian,9,1426,0,male,face,Neutral,high,same,Neutral
43,Asian,9,1684,0,tree,tree,Neutral,high,same,Tree
43,Asian,9,1450,0,male,face,Neutral,high,same,Neutral
43,Asian,4,1509,0,tree,tree,Neutral,low,same,Tree
43,Asian,10,2621,0,female,face,Neutral,high,same,Neutral
43,Asian,8,3294,0,male,face,Neutral,high,same,Neutral
43,Asian,1,2139,1,male,face,Neutral,low,same,Neutral
43,Asian,5,1994,0,tree,tree,Neutral,low,same,Tree
43,Asian,4,2684,0,female,face,Neutral,low,same,Neutral
43,Asian,10,2008,0,tree,tree,Neutral,high,same,Tree
43,Asian,10,1465,0,tree,tree,Neutral,high,same,Tree
43,Asian,4,3670,0,male,face,Neutral,low,same,Neutral
43,Asian,2,11911,0,female,face,Neutral,low,same,Neutral
43,Asian,4,11376,0,tree,tree,Neutral,low,same,Tree
43,Asian,3,1875,0,male,face,Neutral,low,same,Neutral
44,Asian,2,6729,1,tree,tree,Neutral,low,same,Tree
44,Asian,1,7571,1,female,face,Neutral,low,same,Neutral
44,Asian,9,5413,1,tree,tree,Neutral,high,same,Tree
44,Asian,8,2987,1,female,face,Neutral,high,same,Neutral
44,Asian,7,2668,1,tree,tree,Neutral,high,same,Tree
44,Asian,2,2451,1,tree,tree,Neutral,low,same,Tree
44,Asian,2,2377,1,male,face,Neutral,low,same,Neutral
44,Asian,7,3699,1,male,face,Neutral,high,same,Neutral
44,Asian,1,3875,1,tree,tree,Neutral,low,same,Tree
44,Asian,2,2026,1,tree,tree,Neutral,low,same,Tree
44,Asian,4,3052,1,tree,tree,Neutral,low,same,Tree
44,Asian,4,2954,1,tree,tree,Neutral,low,same,Tree
44,Asian,6,2659,1,male,face,Neutral,high,same,Neutral
44,Asian,7,2554,1,tree,tree,Neutral,high,same,Tree
44,Asian,1,1697,1,male,face,Neutral,low,same,Neutral
44,Asian,9,9441,1,male,face,Neutral,high,same,Neutral
44,Asian,9,2091,1,female,face,Neutral,high,same,Neutral
44,Asian,7,1459,1,female,face,Neutral,high,same,Neutral
44,Asian,8,8707,1,tree,tree,Neutral,high,same,Tree
44,Asian,3,1345,1,tree,tree,Neutral,low,same,Tree
44,Asian,4,4365,1,female,face,Neutral,low,same,Neutral
44,Asian,9,2331,1,tree,tree,Neutral,high,same,Tree
44,Asian,1,1626,1,female,face,Neutral,low,same,Neutral
44,Asian,9,1684,1,male,face,Neutral,high,same,Neutral
44,Asian,3,1313,1,male,face,Neutral,low,same,Neutral
44,Asian,2,2683,1,male,face,Neutral,low,same,Neutral
44,Asian,4,4947,1,tree,tree,Neutral,low,same,Tree
44,Asian,8,1753,1,tree,tree,Neutral,high,same,Tree
44,Asian,3,2882,1,tree,tree,Neutral,low,same,Tree
44,Asian,7,1831,1,tree,tree,Neutral,high,same,Tree
44,Asian,5,5900,1,female,face,Neutral,low,same,Neutral
44,Asian,10,5183,1,tree,tree,Neutral,high,same,Tree
44,Asian,9,2427,1,tree,tree,Neutral,high,same,Tree
44,Asian,5,1393,1,tree,tree,Neutral,low,same,Tree
44,Asian,1,1370,1,tree,tree,Neutral,low,same,Tree
44,Asian,1,1112,1,tree,tree,Neutral,low,same,Tree
44,Asian,1,1456,1,female,face,Neutral,low,same,Neutral
44,Asian,2,2663,1,male,face,Neutral,low,same,Neutral
44,Asian,10,2262,1,male,face,Neutral,high,same,Neutral
44,Asian,8,3750,1,tree,tree,Neutral,high,same,Tree
44,Asian,8,1214,1,male,face,Neutral,high,same,Neutral
44,Asian,10,2746,0,tree,tree,Neutral,high,same,Tree
44,Asian,9,2631,1,female,face,Neutral,high,same,Neutral
44,Asian,3,3551,1,tree,tree,Neutral,low,same,Tree
44,Asian,5,1882,1,female,face,Neutral,low,same,Neutral
44,Asian,1,2075,1,tree,tree,Neutral,low,same,Tree
44,Asian,7,1177,1,female,face,Neutral,high,same,Neutral
44,Asian,5,1259,1,female,face,Neutral,low,same,Neutral
44,Asian,3,1106,1,male,face,Neutral,low,same,Neutral
44,Asian,1,1710,1,tree,tree,Neutral,low,same,Tree
44,Asian,10,3798,0,female,face,Neutral,high,same,Neutral
44,Asian,2,1191,1,female,face,Neutral,low,same,Neutral
44,Asian,7,1256,1,tree,tree,Neutral,high,same,Tree
44,Asian,10,1695,0,female,face,Neutral,high,same,Neutral
44,Asian,8,2691,1,tree,tree,Neutral,high,same,Tree
44,Asian,2,1207,1,male,face,Neutral,low,same,Neutral
44,Asian,8,1824,1,male,face,Neutral,high,same,Neutral
44,Asian,4,1226,1,male,face,Neutral,low,same,Neutral
44,Asian,6,3478,1,tree,tree,Neutral,high,same,Tree
44,Asian,6,1519,1,tree,tree,Neutral,high,same,Tree
44,Asian,10,1533,1,male,face,Neutral,high,same,Neutral
44,Asian,8,1113,1,tree,tree,Neutral,high,same,Tree
44,Asian,10,1483,1,female,face,Neutral,high,same,Neutral
44,Asian,2,982,1,tree,tree,Neutral,low,same,Tree
45,Asian,3,3826,1,tree,tree,Neutral,low,same,Tree
45,Asian,3,5929,0,male,face,Neutral,low,same,Neutral
45,Asian,8,5026,0,tree,tree,Neutral,high,same,Tree
45,Asian,8,4366,0,female,face,Neutral,high,same,Neutral
45,Asian,1,2899,1,male,face,Neutral,low,same,Neutral
45,Asian,6,8422,0,tree,tree,Neutral,high,same,Tree
45,Asian,2,4075,1,male,face,Neutral,low,same,Neutral
45,Asian,10,5482,0,tree,tree,Neutral,high,same,Tree
45,Asian,4,2609,1,female,face,Neutral,low,same,Neutral
45,Asian,9,1792,0,female,face,Neutral,high,same,Neutral
45,Asian,8,2068,0,male,face,Neutral,high,same,Neutral
45,Asian,3,2481,0,tree,tree,Neutral,low,same,Tree
45,Asian,5,1884,0,tree,tree,Neutral,low,same,Tree
45,Asian,1,1714,1,male,face,Neutral,low,same,Neutral
45,Asian,6,3067,0,tree,tree,Neutral,high,same,Tree
45,Asian,4,2738,0,tree,tree,Neutral,low,same,Tree
45,Asian,2,2684,1,tree,tree,Neutral,low,same,Tree
45,Asian,1,1832,1,tree,tree,Neutral,low,same,Tree
45,Asian,9,2714,0,tree,tree,Neutral,high,same,Tree
45,Asian,3,24106,1,tree,tree,Neutral,low,same,Tree
45,Asian,5,3903,0,tree,tree,Neutral,low,same,Tree
45,Asian,7,3983,0,male,face,Neutral,high,same,Neutral
45,Asian,10,1665,0,tree,tree,Neutral,high,same,Tree
45,Asian,3,1991,1,tree,tree,Neutral,low,same,Tree
45,Asian,5,1849,1,tree,tree,Neutral,low,same,Tree
45,Asian,5,1888,1,female,face,Neutral,low,same,Neutral
45,Asian,5,2577,1,female,face,Neutral,low,same,Neutral
45,Asian,10,1392,0,male,face,Neutral,high,same,Neutral
45,Asian,6,2170,0,male,face,Neutral,high,same,Neutral
45,Asian,2,1942,1,tree,tree,Neutral,low,same,Tree
45,Asian,2,2143,1,male,face,Neutral,low,same,Neutral
45,Asian,7,14625,0,male,face,Neutral,high,same,Neutral
45,Asian,10,1731,0,female,face,Neutral,high,same,Neutral
45,Asian,10,1191,0,tree,tree,Neutral,high,same,Tree
45,Asian,10,1407,0,female,face,Neutral,high,same,Neutral
45,Asian,7,1378,0,male,face,Neutral,high,same,Neutral
45,Asian,2,1313,1,female,face,Neutral,low,same,Neutral
45,Asian,6,1290,0,tree,tree,Neutral,high,same,Tree
45,Asian,5,1864,1,male,face,Neutral,low,same,Neutral
45,Asian,10,1481,0,tree,tree,Neutral,high,same,Tree
45,Asian,6,2184,0,female,face,Neutral,high,same,Neutral
45,Asian,1,1661,1,female,face,Neutral,low,same,Neutral
45,Asian,9,1647,0,tree,tree,Neutral,high,same,Tree
45,Asian,1,1400,1,tree,tree,Neutral,low,same,Tree
45,Asian,1,1600,1,tree,tree,Neutral,low,same,Tree
45,Asian,9,1345,0,tree,tree,Neutral,high,same,Tree
45,Asian,5,1775,1,male,face,Neutral,low,same,Neutral
45,Asian,6,3458,0,tree,tree,Neutral,high,same,Tree
45,Asian,4,1123,1,tree,tree,Neutral,low,same,Tree
45,Asian,6,1484,0,tree,tree,Neutral,high,same,Tree
45,Asian,1,1469,1,male,face,Neutral,low,same,Neutral
45,Asian,9,14485,0,tree,tree,Neutral,high,same,Tree
45,Asian,10,1730,0,tree,tree,Neutral,high,same,Tree
45,Asian,2,1387,1,tree,tree,Neutral,low,same,Tree
45,Asian,10,1215,0,tree,tree,Neutral,high,same,Tree
45,Asian,5,1221,1,female,face,Neutral,low,same,Neutral
45,Asian,3,1094,1,female,face,Neutral,low,same,Neutral
45,Asian,8,1139,0,male,face,Neutral,high,same,Neutral
45,Asian,8,5102,0,male,face,Neutral,high,same,Neutral
45,Asian,10,1116,0,female,face,Neutral,high,same,Neutral
