subj_idx,race,outSold,rt,response,stim,stimulus,type,sold,subj_race,com_stim
1,Asian,2,10487,0,tree,tree,Neutral,low,same,Tree
1,Asian,9,7559,0,male,face,Neutral,high,same,Neutral
1,Asian,4,2918,0,tree,tree,Neutral,low,same,Tree
1,Asian,2,3144,0,tree,tree,Neutral,low,same,Tree
1,Asian,9,3106,0,male,face,Neutral,high,same,Neutral
1,Asian,1,1828,0,male,face,Neutral,low,same,Neutral
1,Asian,5,2010,1,female,face,Neutral,low,same,Neutral
1,Asian,7,2824,1,female,face,Neutral,high,same,Neutral
1,Asian,1,1966,1,tree,tree,Neutral,low,same,Tree
1,Asian,10,2273,0,male,face,Neutral,high,same,Neutral
1,Asian,6,2980,0,tree,tree,Neutral,high,same,Tree
1,Asian,1,2395,0,male,face,Neutral,low,same,Neutral
1,Asian,5,4098,1,tree,tree,Neutral,low,same,Tree
1,Asian,2,3947,0,male,face,Neutral,low,same,Neutral
1,Asian,1,4113,1,male,face,Neutral,low,same,Neutral
1,Asian,6,3212,0,female,face,Neutral,high,same,Neutral
1,Asian,4,1360,0,tree,tree,Neutral,low,same,Tree
1,Asian,10,2230,1,female,face,Neutral,high,same,Neutral
1,Asian,6,3604,0,female,face,Neutral,high,same,Neutral
1,Asian,9,1302,1,male,face,Neutral,high,same,Neutral
1,Asian,4,1174,0,tree,tree,Neutral,low,same,Tree
1,Asian,2,2079,1,female,face,Neutral,low,same,Neutral
1,Asian,9,3474,0,tree,tree,Neutral,high,same,Tree
1,Asian,10,2786,1,tree,tree,Neutral,high,same,Tree
1,Asian,9,1902,0,tree,tree,Neutral,high,same,Tree
1,Asian,10,1333,1,tree,tree,Neutral,high,same,Tree
1,Asian,9,1389,1,tree,tree,Neutral,high,same,Tree
1,Asian,4,1157,1,female,face,Neutral,low,same,Neutral
1,Asian,2,2801,0,tree,tree,Neutral,low,same,Tree
1,Asian,6,1515,1,male,face,Neutral,high,same,Neutral
1,Asian,9,955,1,tree,tree,Neutral,high,same,Tree
1,Asian,3,917,1,male,face,Neutral,low,same,Neutral
1,Asian,3,1878,0,tree,tree,Neutral,low,same,Tree
1,Asian,9,940,0,tree,tree,Neutral,high,same,Tree
1,Asian,10,2163,1,female,face,Neutral,high,same,Neutral
1,Asian,9,3522,0,tree,tree,Neutral,high,same,Tree
1,Asian,10,1184,1,male,face,Neutral,high,same,Neutral
1,Asian,4,1225,1,female,face,Neutral,low,same,Neutral
1,Asian,2,1330,0,tree,tree,Neutral,low,same,Tree
1,Asian,8,1287,1,female,face,Neutral,high,same,Neutral
1,Asian,3,741,1,female,face,Neutral,low,same,Neutral
1,Asian,10,2073,0,tree,tree,Neutral,high,same,Tree
1,Asian,1,721,0,tree,tree,Neutral,low,same,Tree
1,Asian,6,1426,1,tree,tree,Neutral,high,same,Tree
1,Asian,10,1521,1,male,face,Neutral,high,same,Neutral
1,Asian,3,1276,1,tree,tree,Neutral,low,same,Tree
1,Asian,10,1073,1,male,face,Neutral,high,same,Neutral
1,Asian,1,957,1,female,face,Neutral,low,same,Neutral
1,Asian,9,1166,1,tree,tree,Neutral,high,same,Tree
1,Asian,3,1584,1,tree,tree,Neutral,low,same,Tree
1,Asian,8,1368,1,female,face,Neutral,high,same,Neutral
1,Asian,5,4917,0,tree,tree,Neutral,low,same,Tree
1,Asian,4,3044,0,tree,tree,Neutral,low,same,Tree
1,Asian,7,1302,1,tree,tree,Neutral,high,same,Tree
1,Asian,1,1271,1,male,face,Neutral,low,same,Neutral
1,Asian,6,1208,1,tree,tree,Neutral,high,same,Tree
1,Asian,7,1912,0,tree,tree,Neutral,high,same,Tree
1,Asian,4,2167,1,male,face,Neutral,low,same,Neutral
1,Asian,9,1360,1,female,face,Neutral,high,same,Neutral
1,Asian,7,1700,0,tree,tree,Neutral,high,same,Tree
1,Asian,5,1067,0,tree,tree,Neutral,low,same,Tree
1,Asian,2,1451,1,male,face,Neutral,low,same,Neutral
1,Asian,3,1601,1,female,face,Neutral,low,same,Neutral
1,Asian,3,1161,1,female,face,Neutral,low,same,Neutral
2,Asian,3,26828,1,male,face,Neutral,low,same,Neutral
2,Asian,10,7121,1,female,face,Neutral,high,same,Neutral
2,Asian,5,5019,0,tree,tree,Neutral,low,same,Tree
2,Asian,10,4166,1,female,face,Neutral,high,same,Neutral
2,Asian,8,3334,0,tree,tree,Neutral,high,same,Tree
2,Asian,7,5331,0,tree,tree,Neutral,high,same,Tree
2,Asian,4,4952,0,tree,tree,Neutral,low,same,Tree
2,Asian,5,3018,0,tree,tree,Neutral,low,same,Tree
2,Asian,1,3509,1,male,face,Neutral,low,same,Neutral
2,Asian,9,10359,1,male,face,Neutral,high,same,Neutral
2,Asian,3,4151,0,tree,tree,Neutral,low,same,Tree
2,Asian,1,3719,1,female,face,Neutral,low,same,Neutral
2,Asian,4,8870,1,female,face,Neutral,low,same,Neutral
2,Asian,1,2210,0,tree,tree,Neutral,low,same,Tree
2,Asian,3,2215,1,male,face,Neutral,low,same,Neutral
2,Asian,5,1780,0,tree,tree,Neutral,low,same,Tree
2,Asian,1,1475,0,tree,tree,Neutral,low,same,Tree
2,Asian,7,4869,0,tree,tree,Neutral,high,same,Tree
2,Asian,1,1843,1,male,face,Neutral,low,same,Neutral
2,Asian,10,1659,0,tree,tree,Neutral,high,same,Tree
2,Asian,1,2429,1,female,face,Neutral,low,same,Neutral
2,Asian,2,3180,1,female,face,Neutral,low,same,Neutral
2,Asian,2,1966,0,tree,tree,Neutral,low,same,Tree
2,Asian,7,1766,1,female,face,Neutral,high,same,Neutral
2,Asian,6,1535,0,tree,tree,Neutral,high,same,Tree
2,Asian,8,1620,0,tree,tree,Neutral,high,same,Tree
2,Asian,6,1216,0,tree,tree,Neutral,high,same,Tree
2,Asian,6,767,0,male,face,Neutral,high,same,Neutral
2,Asian,2,947,0,tree,tree,Neutral,low,same,Tree
2,Asian,7,766,0,tree,tree,Neutral,high,same,Tree
2,Asian,7,879,0,tree,tree,Neutral,high,same,Tree
2,Asian,7,1719,0,tree,tree,Neutral,high,same,Tree
2,Asian,1,3450,0,tree,tree,Neutral,low,same,Tree
2,Asian,9,2378,1,male,face,Neutral,high,same,Neutral
2,Asian,6,1699,1,male,face,Neutral,high,same,Neutral
2,Asian,6,1649,0,tree,tree,Neutral,high,same,Tree
2,Asian,8,1059,0,tree,tree,Neutral,high,same,Tree
2,Asian,2,829,0,tree,tree,Neutral,low,same,Tree
2,Asian,2,2029,0,tree,tree,Neutral,low,same,Tree
2,Asian,2,1472,1,male,face,Neutral,low,same,Neutral
2,Asian,6,1073,0,tree,tree,Neutral,high,same,Tree
2,Asian,7,1369,1,female,face,Neutral,high,same,Neutral
2,Asian,3,1800,0,tree,tree,Neutral,low,same,Tree
2,Asian,2,1549,1,female,face,Neutral,low,same,Neutral
2,Asian,2,1787,0,tree,tree,Neutral,low,same,Tree
2,Asian,10,1926,1,male,face,Neutral,high,same,Neutral
2,Asian,6,2388,1,male,face,Neutral,high,same,Neutral
2,Asian,8,1129,1,male,face,Neutral,high,same,Neutral
2,Asian,3,1813,0,tree,tree,Neutral,low,same,Tree
2,Asian,1,1387,1,female,face,Neutral,low,same,Neutral
2,Asian,6,1594,1,female,face,Neutral,high,same,Neutral
2,Asian,4,1183,1,male,face,Neutral,low,same,Neutral
2,Asian,4,1449,0,tree,tree,Neutral,low,same,Tree
2,Asian,2,1302,1,male,face,Neutral,low,same,Neutral
2,Asian,9,1459,1,female,face,Neutral,high,same,Neutral
2,Asian,8,3786,0,tree,tree,Neutral,high,same,Tree
2,Asian,8,4538,1,male,face,Neutral,high,same,Neutral
2,Asian,7,4848,0,tree,tree,Neutral,high,same,Tree
2,Asian,2,2191,1,male,face,Neutral,low,same,Neutral
2,Asian,10,1340,1,female,face,Neutral,high,same,Neutral
2,Asian,6,1698,0,tree,tree,Neutral,high,same,Tree
2,Asian,6,4313,1,female,face,Neutral,high,same,Neutral
2,Asian,2,948,1,female,face,Neutral,low,same,Neutral
2,Asian,4,1099,1,female,face,Neutral,low,same,Neutral
3,Asian,1,15756,1,male,face,Neutral,low,same,Neutral
3,Asian,8,9079,0,tree,tree,Neutral,high,same,Tree
3,Asian,8,6340,0,male,face,Neutral,high,same,Neutral
3,Asian,9,5262,0,tree,tree,Neutral,high,same,Tree
3,Asian,5,4677,0,female,face,Neutral,low,same,Neutral
3,Asian,6,6443,0,tree,tree,Neutral,high,same,Tree
3,Asian,7,3639,0,female,face,Neutral,high,same,Neutral
3,Asian,9,4143,0,tree,tree,Neutral,high,same,Tree
3,Asian,5,4276,0,female,face,Neutral,low,same,Neutral
3,Asian,4,3389,0,tree,tree,Neutral,low,same,Tree
3,Asian,2,5595,0,male,face,Neutral,low,same,Neutral
3,Asian,6,5990,0,male,face,Neutral,high,same,Neutral
3,Asian,9,1596,0,tree,tree,Neutral,high,same,Tree
3,Asian,7,1892,0,tree,tree,Neutral,high,same,Tree
3,Asian,9,3921,0,female,face,Neutral,high,same,Neutral
3,Asian,8,2795,0,tree,tree,Neutral,high,same,Tree
3,Asian,6,1710,0,tree,tree,Neutral,high,same,Tree
3,Asian,2,3529,0,male,face,Neutral,low,same,Neutral
3,Asian,5,2319,0,male,face,Neutral,low,same,Neutral
3,Asian,10,2412,0,female,face,Neutral,high,same,Neutral
3,Asian,2,2276,0,tree,tree,Neutral,low,same,Tree
3,Asian,2,1857,0,tree,tree,Neutral,low,same,Tree
3,Asian,1,5510,0,male,face,Neutral,low,same,Neutral
3,Asian,4,1122,0,female,face,Neutral,low,same,Neutral
3,Asian,8,1244,0,male,face,Neutral,high,same,Neutral
3,Asian,2,1642,0,tree,tree,Neutral,low,same,Tree
3,Asian,2,1106,0,tree,tree,Neutral,low,same,Tree
3,Asian,10,1008,0,female,face,Neutral,high,same,Neutral
3,Asian,10,1961,0,tree,tree,Neutral,high,same,Tree
3,Asian,2,1221,0,tree,tree,Neutral,low,same,Tree
3,Asian,4,886,0,female,face,Neutral,low,same,Neutral
3,Asian,1,961,0,tree,tree,Neutral,low,same,Tree
3,Asian,6,1056,0,tree,tree,Neutral,high,same,Tree
3,Asian,9,693,0,male,face,Neutral,high,same,Neutral
3,Asian,7,669,0,female,face,Neutral,high,same,Neutral
3,Asian,3,1810,0,tree,tree,Neutral,low,same,Tree
3,Asian,2,1705,0,tree,tree,Neutral,low,same,Tree
3,Asian,2,1423,0,tree,tree,Neutral,low,same,Tree
3,Asian,4,1178,0,male,face,Neutral,low,same,Neutral
3,Asian,9,837,0,male,face,Neutral,high,same,Neutral
3,Asian,2,841,0,female,face,Neutral,low,same,Neutral
3,Asian,4,1043,0,tree,tree,Neutral,low,same,Tree
3,Asian,9,852,0,male,face,Neutral,high,same,Neutral
3,Asian,3,1077,0,tree,tree,Neutral,low,same,Tree
3,Asian,1,739,0,tree,tree,Neutral,low,same,Tree
3,Asian,10,1153,0,tree,tree,Neutral,high,same,Tree
3,Asian,8,1345,0,tree,tree,Neutral,high,same,Tree
3,Asian,10,1435,0,tree,tree,Neutral,high,same,Tree
3,Asian,9,1240,0,tree,tree,Neutral,high,same,Tree
3,Asian,8,1452,0,tree,tree,Neutral,high,same,Tree
3,Asian,9,2975,0,female,face,Neutral,high,same,Neutral
3,Asian,8,1370,0,female,face,Neutral,high,same,Neutral
3,Asian,2,1588,0,tree,tree,Neutral,low,same,Tree
3,Asian,3,1503,0,male,face,Neutral,low,same,Neutral
3,Asian,9,722,0,female,face,Neutral,high,same,Neutral
3,Asian,4,1187,0,tree,tree,Neutral,low,same,Tree
3,Asian,1,1387,0,tree,tree,Neutral,low,same,Tree
3,Asian,5,1872,0,female,face,Neutral,low,same,Neutral
3,Asian,5,919,0,female,face,Neutral,low,same,Neutral
3,Asian,4,873,0,female,face,Neutral,low,same,Neutral
3,Asian,10,970,0,male,face,Neutral,high,same,Neutral
3,Asian,9,767,0,tree,tree,Neutral,high,same,Tree
3,Asian,9,891,0,male,face,Neutral,high,same,Neutral
3,Asian,1,1117,0,male,face,Neutral,low,same,Neutral
4,Asian,9,3390,0,tree,tree,Neutral,high,same,Tree
4,Asian,2,1320,1,female,face,Neutral,low,same,Neutral
4,Asian,3,1112,0,tree,tree,Neutral,low,same,Tree
4,Asian,7,1295,0,male,face,Neutral,high,same,Neutral
4,Asian,8,1132,0,male,face,Neutral,high,same,Neutral
4,Asian,1,1374,0,tree,tree,Neutral,low,same,Tree
4,Asian,4,1733,0,tree,tree,Neutral,low,same,Tree
4,Asian,6,945,0,tree,tree,Neutral,high,same,Tree
4,Asian,10,1115,0,tree,tree,Neutral,high,same,Tree
4,Asian,8,1149,0,female,face,Neutral,high,same,Neutral
4,Asian,7,679,0,tree,tree,Neutral,high,same,Tree
4,Asian,2,811,0,tree,tree,Neutral,low,same,Tree
4,Asian,10,735,0,female,face,Neutral,high,same,Neutral
4,Asian,8,934,0,tree,tree,Neutral,high,same,Tree
4,Asian,6,1427,0,tree,tree,Neutral,high,same,Tree
4,Asian,1,1844,1,male,face,Neutral,low,same,Neutral
4,Asian,7,9104,0,tree,tree,Neutral,high,same,Tree
4,Asian,9,8452,0,male,face,Neutral,high,same,Neutral
4,Asian,3,6675,1,male,face,Neutral,low,same,Neutral
4,Asian,1,1092,1,female,face,Neutral,low,same,Neutral
4,Asian,1,1069,0,tree,tree,Neutral,low,same,Tree
4,Asian,1,1365,1,female,face,Neutral,low,same,Neutral
4,Asian,3,10267,0,tree,tree,Neutral,low,same,Tree
4,Asian,7,1960,0,female,face,Neutral,high,same,Neutral
4,Asian,1,1523,1,male,face,Neutral,low,same,Neutral
4,Asian,9,1068,0,female,face,Neutral,high,same,Neutral
4,Asian,3,2156,0,tree,tree,Neutral,low,same,Tree
4,Asian,1,3414,0,tree,tree,Neutral,low,same,Tree
4,Asian,8,2310,0,female,face,Neutral,high,same,Neutral
4,Asian,6,987,0,tree,tree,Neutral,high,same,Tree
4,Asian,4,1526,0,tree,tree,Neutral,low,same,Tree
4,Asian,6,1093,0,female,face,Neutral,high,same,Neutral
4,Asian,8,822,0,tree,tree,Neutral,high,same,Tree
4,Asian,10,1334,0,male,face,Neutral,high,same,Neutral
4,Asian,1,1505,1,male,face,Neutral,low,same,Neutral
4,Asian,10,1717,0,tree,tree,Neutral,high,same,Tree
4,Asian,2,39771,1,male,face,Neutral,low,same,Neutral
4,Asian,8,4403,0,tree,tree,Neutral,high,same,Tree
4,Asian,1,22086,0,tree,tree,Neutral,low,same,Tree
4,Asian,5,885,0,tree,tree,Neutral,low,same,Tree
4,Asian,5,1179,0,female,face,Neutral,low,same,Neutral
4,Asian,9,602,0,male,face,Neutral,high,same,Neutral
4,Asian,10,707,0,tree,tree,Neutral,high,same,Tree
4,Asian,7,1169,0,male,face,Neutral,high,same,Neutral
4,Asian,2,932,1,male,face,Neutral,low,same,Neutral
4,Asian,6,1184,0,male,face,Neutral,high,same,Neutral
4,Asian,1,1081,0,tree,tree,Neutral,low,same,Tree
4,Asian,3,1219,1,female,face,Neutral,low,same,Neutral
4,Asian,5,1334,0,female,face,Neutral,low,same,Neutral
4,Asian,2,1511,0,tree,tree,Neutral,low,same,Tree
4,Asian,10,1070,0,female,face,Neutral,high,same,Neutral
4,Asian,4,1194,0,female,face,Neutral,low,same,Neutral
4,Asian,9,802,0,tree,tree,Neutral,high,same,Tree
4,Asian,5,616,0,tree,tree,Neutral,low,same,Tree
4,Asian,3,659,0,tree,tree,Neutral,low,same,Tree
4,Asian,2,1074,1,male,face,Neutral,low,same,Neutral
4,Asian,2,1064,1,female,face,Neutral,low,same,Neutral
4,Asian,9,1047,0,tree,tree,Neutral,high,same,Tree
4,Asian,2,1696,0,tree,tree,Neutral,low,same,Tree
4,Asian,1,1032,1,male,face,Neutral,low,same,Neutral
4,Asian,8,7196,0,tree,tree,Neutral,high,same,Tree
4,Asian,7,1037,0,male,face,Neutral,high,same,Neutral
4,Asian,7,729,0,tree,tree,Neutral,high,same,Tree
4,Asian,9,728,0,female,face,Neutral,high,same,Neutral
5,Asian,10,14588,1,female,face,Neutral,high,same,Neutral
5,Asian,4,4895,1,female,face,Neutral,low,same,Neutral
5,Asian,3,9665,0,tree,tree,Neutral,low,same,Tree
5,Asian,3,27670,1,male,face,Neutral,low,same,Neutral
5,Asian,7,4595,1,male,face,Neutral,high,same,Neutral
5,Asian,3,2312,0,tree,tree,Neutral,low,same,Tree
5,Asian,9,6523,1,male,face,Neutral,high,same,Neutral
5,Asian,4,2384,1,male,face,Neutral,low,same,Neutral
5,Asian,10,2426,0,tree,tree,Neutral,high,same,Tree
5,Asian,3,1522,0,tree,tree,Neutral,low,same,Tree
5,Asian,7,1599,0,tree,tree,Neutral,high,same,Tree
5,Asian,5,1363,1,male,face,Neutral,low,same,Neutral
5,Asian,1,1594,1,female,face,Neutral,low,same,Neutral
5,Asian,2,1412,0,tree,tree,Neutral,low,same,Tree
5,Asian,2,1153,0,tree,tree,Neutral,low,same,Tree
5,Asian,1,1745,0,tree,tree,Neutral,low,same,Tree
5,Asian,8,1648,1,male,face,Neutral,high,same,Neutral
5,Asian,4,1991,0,tree,tree,Neutral,low,same,Tree
5,Asian,9,3422,1,female,face,Neutral,high,same,Neutral
5,Asian,5,1591,1,female,face,Neutral,low,same,Neutral
5,Asian,2,1029,1,male,face,Neutral,low,same,Neutral
5,Asian,2,913,0,tree,tree,Neutral,low,same,Tree
5,Asian,3,1440,0,tree,tree,Neutral,low,same,Tree
5,Asian,9,1021,0,tree,tree,Neutral,high,same,Tree
5,Asian,8,1403,0,tree,tree,Neutral,high,same,Tree
5,Asian,3,1541,0,tree,tree,Neutral,low,same,Tree
5,Asian,10,1642,1,female,face,Neutral,high,same,Neutral
5,Asian,6,955,0,tree,tree,Neutral,high,same,Tree
5,Asian,4,922,0,tree,tree,Neutral,low,same,Tree
5,Asian,10,917,1,male,face,Neutral,high,same,Neutral
5,Asian,9,933,0,tree,tree,Neutral,high,same,Tree
5,Asian,9,839,0,tree,tree,Neutral,high,same,Tree
5,Asian,1,950,1,female,face,Neutral,low,same,Neutral
5,Asian,7,1545,0,tree,tree,Neutral,high,same,Tree
5,Asian,7,1336,1,female,face,Neutral,high,same,Neutral
5,Asian,10,2878,1,male,face,Neutral,high,same,Neutral
5,Asian,6,1448,1,female,face,Neutral,high,same,Neutral
5,Asian,10,869,0,tree,tree,Neutral,high,same,Tree
5,Asian,5,1380,1,female,face,Neutral,low,same,Neutral
5,Asian,9,1406,0,tree,tree,Neutral,high,same,Tree
5,Asian,4,1384,0,tree,tree,Neutral,low,same,Tree
5,Asian,7,862,0,tree,tree,Neutral,high,same,Tree
5,Asian,3,1117,0,tree,tree,Neutral,low,same,Tree
5,Asian,3,2207,1,male,face,Neutral,low,same,Neutral
5,Asian,1,5744,1,female,face,Neutral,low,same,Neutral
5,Asian,2,6160,1,female,face,Neutral,low,same,Neutral
5,Asian,8,1031,1,male,face,Neutral,high,same,Neutral
5,Asian,6,1397,0,tree,tree,Neutral,high,same,Tree
5,Asian,7,1103,1,female,face,Neutral,high,same,Neutral
5,Asian,4,888,0,tree,tree,Neutral,low,same,Tree
5,Asian,8,1237,0,tree,tree,Neutral,high,same,Tree
5,Asian,9,2345,1,male,face,Neutral,high,same,Neutral
5,Asian,7,6224,1,female,face,Neutral,high,same,Neutral
5,Asian,9,4100,0,tree,tree,Neutral,high,same,Tree
5,Asian,5,1064,1,male,face,Neutral,low,same,Neutral
5,Asian,8,855,1,female,face,Neutral,high,same,Neutral
5,Asian,4,871,1,male,face,Neutral,low,same,Neutral
5,Asian,8,1328,0,tree,tree,Neutral,high,same,Tree
5,Asian,8,1287,0,tree,tree,Neutral,high,same,Tree
5,Asian,4,868,0,tree,tree,Neutral,low,same,Tree
5,Asian,5,902,0,male,face,Neutral,low,same,Neutral
5,Asian,5,603,1,female,face,Neutral,low,same,Neutral
5,Asian,1,922,0,tree,tree,Neutral,low,same,Tree
5,Asian,7,83640,1,male,face,Neutral,high,same,Neutral
6,Asian,8,1263,0,tree,tree,Neutral,high,same,Tree
6,Asian,3,1149,1,female,face,Neutral,low,same,Neutral
6,Asian,6,1045,0,male,face,Neutral,high,same,Neutral
6,Asian,3,1813,1,male,face,Neutral,low,same,Neutral
6,Asian,8,765,0,tree,tree,Neutral,high,same,Tree
6,Asian,10,748,0,tree,tree,Neutral,high,same,Tree
6,Asian,5,1039,0,male,face,Neutral,low,same,Neutral
6,Asian,6,730,0,female,face,Neutral,high,same,Neutral
6,Asian,9,728,0,tree,tree,Neutral,high,same,Tree
6,Asian,2,1148,0,tree,tree,Neutral,low,same,Tree
6,Asian,1,1113,1,male,face,Neutral,low,same,Neutral
6,Asian,10,680,0,tree,tree,Neutral,high,same,Tree
6,Asian,5,624,0,tree,tree,Neutral,low,same,Tree
6,Asian,6,895,0,tree,tree,Neutral,high,same,Tree
6,Asian,7,771,0,male,face,Neutral,high,same,Neutral
6,Asian,4,666,0,tree,tree,Neutral,low,same,Tree
6,Asian,10,846,0,female,face,Neutral,high,same,Neutral
6,Asian,3,1020,1,female,face,Neutral,low,same,Neutral
6,Asian,7,510,0,male,face,Neutral,high,same,Neutral
6,Asian,1,1256,1,male,face,Neutral,low,same,Neutral
6,Asian,9,1165,0,tree,tree,Neutral,high,same,Tree
6,Asian,4,930,1,female,face,Neutral,low,same,Neutral
6,Asian,1,815,1,female,face,Neutral,low,same,Neutral
6,Asian,8,864,0,tree,tree,Neutral,high,same,Tree
6,Asian,9,872,0,female,face,Neutral,high,same,Neutral
6,Asian,1,853,0,tree,tree,Neutral,low,same,Tree
6,Asian,8,1298,0,tree,tree,Neutral,high,same,Tree
6,Asian,9,951,0,male,face,Neutral,high,same,Neutral
6,Asian,7,545,0,tree,tree,Neutral,high,same,Tree
6,Asian,2,964,0,tree,tree,Neutral,low,same,Tree
6,Asian,3,1646,1,female,face,Neutral,low,same,Neutral
6,Asian,1,1144,1,male,face,Neutral,low,same,Neutral
6,Asian,10,890,0,female,face,Neutral,high,same,Neutral
6,Asian,1,853,0,tree,tree,Neutral,low,same,Tree
6,Asian,8,692,0,tree,tree,Neutral,high,same,Tree
6,Asian,7,951,0,male,face,Neutral,high,same,Neutral
6,Asian,5,763,0,tree,tree,Neutral,low,same,Tree
6,Asian,9,694,0,female,face,Neutral,high,same,Neutral
6,Asian,9,602,0,male,face,Neutral,high,same,Neutral
6,Asian,3,1485,0,tree,tree,Neutral,low,same,Tree
6,Asian,10,737,0,male,face,Neutral,high,same,Neutral
6,Asian,3,1622,1,female,face,Neutral,low,same,Neutral
6,Asian,2,765,0,tree,tree,Neutral,low,same,Tree
6,Asian,6,929,0,female,face,Neutral,high,same,Neutral
6,Asian,3,945,0,tree,tree,Neutral,low,same,Tree
6,Asian,8,645,0,tree,tree,Neutral,high,same,Tree
6,Asian,8,936,0,female,face,Neutral,high,same,Neutral
6,Asian,4,750,0,tree,tree,Neutral,low,same,Tree
6,Asian,9,662,0,tree,tree,Neutral,high,same,Tree
6,Asian,8,1104,0,female,face,Neutral,high,same,Neutral
6,Asian,1,1972,0,tree,tree,Neutral,low,same,Tree
6,Asian,7,1171,0,tree,tree,Neutral,high,same,Tree
6,Asian,4,741,0,tree,tree,Neutral,low,same,Tree
6,Asian,4,652,0,tree,tree,Neutral,low,same,Tree
6,Asian,1,1598,1,female,face,Neutral,low,same,Neutral
6,Asian,3,1338,1,male,face,Neutral,low,same,Neutral
6,Asian,3,644,0,tree,tree,Neutral,low,same,Tree
6,Asian,3,1721,1,female,face,Neutral,low,same,Neutral
6,Asian,4,1652,1,male,face,Neutral,low,same,Neutral
6,Asian,7,690,0,male,face,Neutral,high,same,Neutral
6,Asian,7,654,0,tree,tree,Neutral,high,same,Tree
6,Asian,10,751,0,tree,tree,Neutral,high,same,Tree
6,Asian,2,1215,1,male,face,Neutral,low,same,Neutral
6,Asian,4,884,0,tree,tree,Neutral,low,same,Tree
7,Asian,7,9136,0,tree,tree,Neutral,high,same,Tree
7,Asian,3,5017,0,tree,tree,Neutral,low,same,Tree
7,Asian,4,9014,0,female,face,Neutral,low,same,Neutral
7,Asian,7,4899,0,male,face,Neutral,high,same,Neutral
7,Asian,5,4216,1,female,face,Neutral,low,same,Neutral
7,Asian,3,3265,1,male,face,Neutral,low,same,Neutral
7,Asian,4,2017,0,tree,tree,Neutral,low,same,Tree
7,Asian,9,3626,0,tree,tree,Neutral,high,same,Tree
7,Asian,8,5092,0,male,face,Neutral,high,same,Neutral
7,Asian,10,3123,0,male,face,Neutral,high,same,Neutral
7,Asian,7,2620,1,female,face,Neutral,high,same,Neutral
7,Asian,3,4519,1,female,face,Neutral,low,same,Neutral
7,Asian,6,2311,0,male,face,Neutral,high,same,Neutral
7,Asian,4,3223,1,male,face,Neutral,low,same,Neutral
7,Asian,6,1388,0,tree,tree,Neutral,high,same,Tree
7,Asian,9,1246,0,tree,tree,Neutral,high,same,Tree
7,Asian,6,2491,0,tree,tree,Neutral,high,same,Tree
7,Asian,2,5429,1,tree,tree,Neutral,low,same,Tree
7,Asian,5,1702,0,tree,tree,Neutral,low,same,Tree
7,Asian,4,2935,0,tree,tree,Neutral,low,same,Tree
7,Asian,7,1869,0,tree,tree,Neutral,high,same,Tree
7,Asian,2,1580,1,tree,tree,Neutral,low,same,Tree
7,Asian,9,1754,0,tree,tree,Neutral,high,same,Tree
7,Asian,3,2942,0,tree,tree,Neutral,low,same,Tree
7,Asian,3,2467,1,tree,tree,Neutral,low,same,Tree
7,Asian,1,2117,1,female,face,Neutral,low,same,Neutral
7,Asian,10,1561,0,male,face,Neutral,high,same,Neutral
7,Asian,4,1805,0,male,face,Neutral,low,same,Neutral
7,Asian,9,1684,0,female,face,Neutral,high,same,Neutral
7,Asian,9,2470,0,female,face,Neutral,high,same,Neutral
7,Asian,1,2004,1,tree,tree,Neutral,low,same,Tree
7,Asian,8,3242,0,female,face,Neutral,high,same,Neutral
7,Asian,10,2059,0,tree,tree,Neutral,high,same,Tree
7,Asian,4,1658,0,male,face,Neutral,low,same,Neutral
7,Asian,2,1768,1,female,face,Neutral,low,same,Neutral
7,Asian,7,2534,0,tree,tree,Neutral,high,same,Tree
7,Asian,10,1711,0,female,face,Neutral,high,same,Neutral
7,Asian,10,2466,0,tree,tree,Neutral,high,same,Tree
7,Asian,5,3680,1,female,face,Neutral,low,same,Neutral
7,Asian,8,1439,0,male,face,Neutral,high,same,Neutral
7,Asian,6,1617,1,female,face,Neutral,high,same,Neutral
7,Asian,1,1396,1,tree,tree,Neutral,low,same,Tree
7,Asian,4,1676,0,male,face,Neutral,low,same,Neutral
7,Asian,8,1216,0,tree,tree,Neutral,high,same,Tree
7,Asian,1,1389,1,male,face,Neutral,low,same,Neutral
7,Asian,5,1342,0,male,face,Neutral,low,same,Neutral
7,Asian,6,2310,0,tree,tree,Neutral,high,same,Tree
7,Asian,1,1511,1,tree,tree,Neutral,low,same,Tree
7,Asian,10,1458,0,male,face,Neutral,high,same,Neutral
7,Asian,2,2346,1,male,face,Neutral,low,same,Neutral
7,Asian,6,2046,0,tree,tree,Neutral,high,same,Tree
7,Asian,8,1214,0,female,face,Neutral,high,same,Neutral
7,Asian,9,1374,0,tree,tree,Neutral,high,same,Tree
7,Asian,3,3793,0,female,face,Neutral,low,same,Neutral
7,Asian,8,1442,0,tree,tree,Neutral,high,same,Tree
7,Asian,2,1199,1,tree,tree,Neutral,low,same,Tree
7,Asian,10,1333,0,female,face,Neutral,high,same,Neutral
7,Asian,2,1259,1,tree,tree,Neutral,low,same,Tree
7,Asian,7,1058,0,tree,tree,Neutral,high,same,Tree
7,Asian,6,1638,0,male,face,Neutral,high,same,Neutral
7,Asian,3,4189,0,tree,tree,Neutral,low,same,Tree
7,Asian,3,1591,0,tree,tree,Neutral,low,same,Tree
