"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"","","","","","html-keyboard-response","127","226324","0.0-3.0-0.62","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","128","227695","0.0-3.0-1.62","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1368","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF7.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","129","228710","0.0-3.0-0.63","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","130","230077","0.0-3.0-1.63","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1365","<p>As the military commander, you could choose to launch a missile to kill <strong>9 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/7.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","survey-multi-choice","131","249329","0.0-4.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","19250","","{""Attention1"":""""}","[0]"
"","","","","","html-button-response","132","255356","0.0-5.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","6024","<p style=""font-size:20px;font-weight:bold;"">Great!</p><p>You have finished the first part of the experiment!</p><p>Please relax a little bit and then contine to answer some questions regarding yourself.</p><p>The next part will take around 10 minutes to complete.</p>","0",""
"","","","","","survey-text","133","290082","0.0-6.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","33706","","{""Age"":""33"",""Nation"":""American"",""Born"":""United States"",""Live"":""United States""}",""
"","","","","","survey-multi-choice","134","306471","0.0-7.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","16382","","{""Gender"":""Female"",""Education"":""Advanced Degree"",""Income"":""$70,000 - $99,999"",""Children"":""0"",""Ethnicity"":""White""}","[0,1,2,3,4]"
"","","","","","survey-multi-select","135","317790","0.0-8.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","11314","","{""Marriage"":[""Married""],""Religion"":[""Christian""]}","[0,1]"
"","","","","","survey-multi-choice","136","329354","0.0-9.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","11561","","{""SES"":""6""}","[0]"
"","","","","","html-button-response","137","331811","0.0-10.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2453","<p><strong>Please indicate the extent that the following statements could describe you.</p><p> (1 = ""extremely uncharacteristic of me"" to 5 = ""extremely characteristic of me"".)</strong></p>","0",""
"","","","","","survey-likert","138","360329","0.0-11.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","28514","","{""Aggression1"":1,""Aggression2"":3,""Aggression3"":3,""Aggression4"":3,""Aggression5"":3,""Aggression6"":2,""Aggression7"":1,""Aggression8"":0,""Aggression9"":2}","[0,1,2,3,4,5,6,7,8]"
"","","","","","html-button-response","139","362590","0.0-12.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2258","<p><strong>Please indicate the extent that the following statements could describe you. </strong></p><p><strong> (1 = ""Does not describe me well"" to 5 = ""Does decribe me well"".)</strong></p>","0",""
"","","","","","survey-likert","140","444744","0.0-13.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","82150","","{""fs6"":1,""pds5"":3,""pts1"":2,""fs2"":3,""ecs5"":3,""pts6"":4,""pds4"":2,""pds7"":3,""fs5"":1,""pds3"":3,""ecs1"":3,""ecs6"":3,""pds6"":2,""fs4"":1,""ecs7"":3,""ecs3"":2,""pts5"":3,""fs7"":4,""ecs2"":3,""pts2"":1,""pts4"":2,""pts7"":3,""pts3"":3,""pds2"":2,""fs1"":1,""pds1"":3,""fs3"":3,""ecs4"":3}","[22,18,2,4,17,24,16,26,15,12,1,19,23,11,21,8,20,25,3,7,14,27,10,9,0,5,6,13]"
"","","","","","html-button-response","141","446700","0.0-14.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1952","<p><strong>Which of the following objects or statements do you have a positive or negative feeling towards? </strong></p><p><strong> (1 = ""Very negative"" to 7 = ""Very positive"") </strong></p>","0",""
"","","","","","survey-likert","142","485167","0.0-15.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","38463","","{""sdo10"":5,""sdo9"":6,""sdo5"":2,""sdo2"":1,""sdo4"":2,""sdo8"":2,""sdo16"":4,""sdo3"":4,""sdo7"":5,""sdo1"":4,""sdo11"":3,""sdo6"":4,""sdo15"":5,""sdo12"":4,""sdo13"":5,""sdo14"":5}","[9,8,4,1,3,7,15,2,6,0,10,5,14,11,12,13]"
"","","","","","html-button-response","143","490091","0.0-16.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","4919","<p><strong>Please indicate the extent you agree with the following statements.</strong></p><strong><p> (1 = ""Strongly Disagree"" to 5 = ""Srongly Agree"") </strong></p>","0",""
"","","","","","survey-likert","144","522790","0.0-17.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","32695","","{""caring1"":4,""liking1"":1,""caring2"":3,""protection1"":4,""liking2"":1,""caring3"":3,""protection2"":4,""liking3"":1,""protection3"":3,""caring4"":3,""liking4"":0,""protection4"":3,""caring5"":4,""liking5"":3,""protection5"":3}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","145","525898","0.0-18.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","3103","<p><strong>Please imagine spercific situations involving children below, and rate the amount of tenderness you would feel in each situation. </strong></p><p><strong> (Ternderness is ""a warm, gentle feeling of sympathetic affection."") </strong></p><strong><p> (1 = ""No tenderness at all"" to 5 = ""A lot of tenderness"") </strong></p>","0",""
"","","","","","survey-likert","146","550444","0.0-19.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","24542","","{""tenderness-positive1"":3,""tenderness-negative1"":4,""tenderness-negative2"":1,""tenderness-positive2"":3,""tenderness-positive3"":3,""tenderness-negative3"":2,""tenderness-positive4"":3,""tendereness-negative4"":3,""tendernness-negative5"":4,""tenderness-positive5"":3}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","147","566889","0.0-20.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","16441","","{""Attention2"":""Other""}","[0]"
"","","","","","html-button-response","148","568571","0.0-21.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1679","<p><strong>Please indicate the extent you agree with the following statements.</strong></p>","0",""
"","","","","","survey-likert","149","629337","0.0-22.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","60762","","{""Patri6"":1,""Nation1"":2,""Patri9"":3,""Nation7"":3,""Patri8"":2,""Nation8"":3,""Patri7"":3,""Patri10"":3,""Nation5"":4,""Patri1"":3,""Patri5"":3,""Patri11"":2,""Nation2"":3,""Patri3"":1,""Patri4"":2,""Nation4"":3,""Patri12"":3,""Patri2"":4,""Nation3"":3,""Nation6"":2}","[5,12,8,18,7,19,6,9,16,0,4,10,13,2,3,15,11,1,14,17]"
"","","","","","html-button-response","150","631214","0.0-23.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1872","<p><strong>Please indicate the extent you agree with the following statements. </p><p>(1 = ""never or definitely no"" and 9 = ""always or definitely yes"".)</strong></p>","0",""
"","","","","","survey-likert","151","678624","0.0-24.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","47404","","{""hc3"":6,""vc3"":7,""vi4"":5,""hi2"":6,""hi3"":6,""hc4"":7,""vc2"":5,""vi2"":2,""vc1"":5,""vi1"":6,""hi1"":6,""vc4"":7,""vi3"":6,""hc2"":7,""hc1"":5,""Robot2"":6,""hi4"":6}","[11,15,8,1,2,12,14,5,13,4,0,16,6,10,9,7,3]"
"","","","","","survey-text","152","693381","0.0-25.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","14749","","{""ID"":""A2X0O6DN8NQWCJ"",""Comments"":""no""}",""
"","","","","","html-button-response","153","704182","0.0-26.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","10798","<p><strong>Congratulations! </strong> Your have finished all the survey. Thank you for your participation!</p><p><strong>Here is your complete token:</strong></p>120icwyj5i7ehxcug3c4fnathf<p></p><p><strong>Please copy it to the mTurk page.</strong></p>","0",""
