"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","403","0.0-0.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","","","",""
"true","","","","","fullscreen","1","3992","0.0-1.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","","","",""
"","","","","","html-button-response","2","12222","0.0-2.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","8229","<p ><strong>Welcome to the experiment!</strong></p><p ><strong>In the first task, please imagine:</strong></p><p>Your country is involved in a military conflict with another country.</p><p>You are the commander of your army and must make decisions in the conflict.</p><p>Specifically, as the military commander, you must decide whether to launch a missile to strike enemy.</p><p>You will face a series of scenarios. Please read each scenario carefully and make a decision.</p><p>The task will take around 10 minutes to complete.</p><p><strong>Please pay your attention during the experiment.</strong></p>","0",""
"","","","","","html-keyboard-response","3","13238","0.0-3.0-0.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","4","19465","0.0-3.0-1.0","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","6225","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/5.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","5","20476","0.0-3.0-0.1","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","6","30888","0.0-3.0-1.1","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","10410","<p>As the military commander, you could choose to launch a missile to kill <strong>5 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF3.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","7","31897","0.0-3.0-0.2","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","8","38811","0.0-3.0-1.2","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","6913","<p>As the military commander, you could choose to launch a missile to kill <strong>5 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/14.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","9","39818","0.0-3.0-0.3","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","10","45745","0.0-3.0-1.3","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","5925","<p>As the military commander, you could choose to launch a missile to kill <strong>10 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM3.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","11","46750","0.0-3.0-0.4","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","12","48986","0.0-3.0-1.4","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2235","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF8.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","13","49992","0.0-3.0-0.5","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","14","52536","0.0-3.0-1.5","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2543","<p>As the military commander, you could choose to launch a missile to kill <strong>3 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF4.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","15","53543","0.0-3.0-0.6","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","16","55815","0.0-3.0-1.6","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2272","<p>As the military commander, you could choose to launch a missile to kill <strong>1 enemy soldier</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/8.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","17","56829","0.0-3.0-0.7","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","18","60499","0.0-3.0-1.7","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","3669","<p>As the military commander, you could choose to launch a missile to kill <strong>3 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/11.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","19","61514","0.0-3.0-0.8","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","20","64684","0.0-3.0-1.8","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","3169","<p>As the military commander, you could choose to launch a missile to kill <strong>8 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/2.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","21","65685","0.0-3.0-0.9","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","22","68287","0.0-3.0-1.9","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2601","<p>As the military commander, you could choose to launch a missile to kill <strong>7 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF2.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","23","69291","0.0-3.0-0.10","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","24","71026","0.0-3.0-1.10","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1733","<p>As the military commander, you could choose to launch a missile to kill <strong>3 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/1.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","25","72030","0.0-3.0-0.11","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","26","77045","0.0-3.0-1.11","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","5014","<p>As the military commander, you could choose to launch a missile to kill <strong>7 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM2.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","27","78059","0.0-3.0-0.12","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","28","80610","0.0-3.0-1.12","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2548","<p>As the military commander, you could choose to launch a missile to kill <strong>5 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/7.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","29","81611","0.0-3.0-0.13","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","30","83300","0.0-3.0-1.13","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1688","<p>As the military commander, you could choose to launch a missile to kill <strong>6 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/6.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","31","84303","0.0-3.0-0.14","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","32","86628","0.0-3.0-1.14","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2325","<p>As the military commander, you could choose to launch a missile to kill <strong>3 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/10.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","33","87630","0.0-3.0-0.15","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","34","92064","0.0-3.0-1.15","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","4432","<p>As the military commander, you could choose to launch a missile to kill <strong>6 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF7.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","35","93071","0.0-3.0-0.16","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","36","96748","0.0-3.0-1.16","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","3675","<p>As the military commander, you could choose to launch a missile to kill <strong>3 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM3.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","37","97754","0.0-3.0-0.17","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","38","99552","0.0-3.0-1.17","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1796","<p>As the military commander, you could choose to launch a missile to kill <strong>7 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF4.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","39","100557","0.0-3.0-0.18","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","40","102628","0.0-3.0-1.18","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2069","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM8.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","41","103632","0.0-3.0-0.19","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","42","105414","0.0-3.0-1.19","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1781","<p>As the military commander, you could choose to launch a missile to kill <strong>3 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF1.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","43","106428","0.0-3.0-0.20","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","44","109876","0.0-3.0-1.20","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","3447","<p>As the military commander, you could choose to launch a missile to kill <strong>5 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM7.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","45","110891","0.0-3.0-0.21","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","46","113521","0.0-3.0-1.21","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2627","<p>As the military commander, you could choose to launch a missile to kill <strong>9 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF6.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","47","114526","0.0-3.0-0.22","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","48","118209","0.0-3.0-1.22","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","3683","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/3.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","49","119223","0.0-3.0-0.23","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","50","125310","0.0-3.0-1.23","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","6085","<p>As the military commander, you could choose to launch a missile to kill <strong>4 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/2.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","51","126311","0.0-3.0-0.24","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","52","128201","0.0-3.0-1.24","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","1888","<p>As the military commander, you could choose to launch a missile to kill <strong>9 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF1.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","53","129205","0.0-3.0-0.25","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","54","131542","0.0-3.0-1.25","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","2336","<p>As the military commander, you could choose to launch a missile to kill <strong>8 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/11.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","55","132556","0.0-3.0-0.26","94","1","2023-05-30 04:36:10","c5e7288ef5abdde20c6cfc36967cae27","108.196.136.188","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0","","Firefox","113.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
