subj_idx,outSold,stim,stimulus,type,response,rt,gender,race
15,0,female,face,neutral,0,2440,female,Asian
15,0,female,face,neutral,0,2142,female,Asian
15,0,female,face,neutral,0,2435,female,Asian
15,0,female,face,neutral,0,2341,female,Asian
15,0,male,face,neutral,0,2037,female,Asian
15,0,male,face,neutral,0,1842,female,Asian
15,0,male,face,neutral,0,1943,female,Asian
15,0,male,face,neutral,0,1943,female,Asian
15,0,female,face,pain,0,2242,female,Asian
15,0,female,face,pain,0,1941,female,Asian
15,0,female,face,pain,0,2242,female,Asian
15,0,female,face,pain,0,2142,female,Asian
15,0,male,face,pain,0,1836,female,Asian
15,0,male,face,pain,0,2442,female,Asian
15,0,male,face,pain,0,2342,female,Asian
15,0,male,face,pain,0,1942,female,Asian
15,1,female,face,neutral,0,2043,female,Asian
15,1,female,face,neutral,0,2242,female,Asian
15,1,female,face,neutral,0,1842,female,Asian
15,1,female,face,neutral,0,2142,female,Asian
15,1,male,face,neutral,0,2258,female,Asian
15,1,male,face,neutral,0,2042,female,Asian
15,1,male,face,neutral,0,2240,female,Asian
15,1,male,face,neutral,0,2239,female,Asian
15,1,female,face,pain,0,1942,female,Asian
15,1,female,face,pain,0,2041,female,Asian
15,1,female,face,pain,0,2441,female,Asian
15,1,female,face,pain,0,2342,female,Asian
15,1,male,face,pain,0,2140,female,Asian
15,1,male,face,pain,0,2241,female,Asian
15,1,male,face,pain,0,2043,female,Asian
15,1,male,face,pain,0,2242,female,Asian
15,0,tree,tree,tree,1,2241,female,Asian
15,0,tree,tree,tree,0,2340,female,Asian
15,0,tree,tree,tree,0,2141,female,Asian
15,0,tree,tree,tree,0,2442,female,Asian
15,0,tree,tree,tree,0,2442,female,Asian
15,0,tree,tree,tree,0,2141,female,Asian
15,0,tree,tree,tree,0,2142,female,Asian
15,0,tree,tree,tree,0,2441,female,Asian
15,1,tree,tree,tree,1,1937,female,Asian
15,1,tree,tree,tree,1,2037,female,Asian
15,1,tree,tree,tree,1,1842,female,Asian
15,1,tree,tree,tree,1,2242,female,Asian
15,1,tree,tree,tree,1,2242,female,Asian
15,1,tree,tree,tree,1,2343,female,Asian
15,1,tree,tree,tree,0,1941,female,Asian
15,1,tree,tree,tree,0,1942,female,Asian
15,0,female,face,neutral,0,2241,female,Asian
15,0,female,face,neutral,0,1841,female,Asian
15,0,female,face,neutral,0,2341,female,Asian
15,0,female,face,neutral,0,1942,female,Asian
15,0,male,face,neutral,0,2236,female,Asian
15,0,male,face,neutral,0,2241,female,Asian
15,0,male,face,neutral,0,2142,female,Asian
15,0,male,face,neutral,0,1942,female,Asian
15,0,female,face,pain,0,2442,female,Asian
15,0,female,face,pain,0,2042,female,Asian
15,0,female,face,pain,0,2143,female,Asian
15,0,female,face,pain,0,2042,female,Asian
15,0,male,face,pain,0,2142,female,Asian
15,0,male,face,pain,0,2141,female,Asian
15,0,male,face,pain,0,2243,female,Asian
15,0,male,face,pain,0,2141,female,Asian
15,1,female,face,neutral,0,1943,female,Asian
15,1,female,face,neutral,0,2043,female,Asian
15,1,female,face,neutral,0,2341,female,Asian
15,1,female,face,neutral,0,2042,female,Asian
15,1,male,face,neutral,1,2241,female,Asian
15,1,male,face,neutral,1,1841,female,Asian
15,1,male,face,neutral,0,2238,female,Asian
15,1,male,face,neutral,0,2042,female,Asian
15,1,female,face,pain,0,2242,female,Asian
15,1,female,face,pain,0,2441,female,Asian
15,1,female,face,pain,0,2040,female,Asian
15,1,female,face,pain,0,2241,female,Asian
15,1,male,face,pain,0,2042,female,Asian
15,1,male,face,pain,0,2242,female,Asian
15,1,male,face,pain,0,2442,female,Asian
15,1,male,face,pain,0,2043,female,Asian
15,0,tree,tree,tree,1,2241,female,Asian
15,0,tree,tree,tree,0,2142,female,Asian
15,0,tree,tree,tree,0,1841,female,Asian
15,0,tree,tree,tree,0,2241,female,Asian
15,0,tree,tree,tree,0,1841,female,Asian
15,0,tree,tree,tree,0,1942,female,Asian
15,0,tree,tree,tree,0,1942,female,Asian
15,1,tree,tree,tree,1,2243,female,Asian
15,1,tree,tree,tree,1,2442,female,Asian
15,1,tree,tree,tree,1,2442,female,Asian
15,1,tree,tree,tree,1,1942,female,Asian
15,1,tree,tree,tree,1,2442,female,Asian
15,1,tree,tree,tree,1,2241,female,Asian
15,1,tree,tree,tree,1,1941,female,Asian
15,1,tree,tree,tree,0,2041,female,Asian
15,0,female,face,neutral,0,2041,female,Asian
15,0,female,face,neutral,0,2242,female,Asian
15,0,female,face,neutral,0,1842,female,Asian
15,0,female,face,neutral,0,2142,female,Asian
15,0,male,face,neutral,0,1842,female,Asian
15,0,male,face,neutral,0,2242,female,Asian
15,0,male,face,neutral,0,2336,female,Asian
15,0,male,face,neutral,0,2041,female,Asian
15,0,female,face,pain,0,2342,female,Asian
15,0,female,face,pain,0,2442,female,Asian
15,0,female,face,pain,0,2142,female,Asian
15,0,female,face,pain,0,1843,female,Asian
15,0,male,face,pain,0,2142,female,Asian
15,0,male,face,pain,0,1841,female,Asian
15,0,male,face,pain,0,2041,female,Asian
15,0,male,face,pain,0,1843,female,Asian
15,1,female,face,neutral,0,2241,female,Asian
15,1,female,face,neutral,0,1938,female,Asian
15,1,female,face,neutral,0,1943,female,Asian
15,1,male,face,neutral,1,1847,female,Asian
15,1,male,face,neutral,0,2041,female,Asian
15,1,male,face,neutral,0,2341,female,Asian
15,1,male,face,neutral,0,2341,female,Asian
15,1,female,face,pain,1,1843,female,Asian
15,1,female,face,pain,0,2242,female,Asian
15,1,female,face,pain,0,2342,female,Asian
15,1,female,face,pain,0,2042,female,Asian
15,1,male,face,pain,1,2340,female,Asian
15,1,male,face,pain,0,2240,female,Asian
15,1,male,face,pain,0,2241,female,Asian
15,1,male,face,pain,0,1841,female,Asian
15,0,tree,tree,tree,1,2441,female,Asian
15,0,tree,tree,tree,0,2043,female,Asian
15,0,tree,tree,tree,0,2041,female,Asian
15,0,tree,tree,tree,0,1842,female,Asian
15,0,tree,tree,tree,0,2343,female,Asian
15,0,tree,tree,tree,0,2343,female,Asian
15,0,tree,tree,tree,0,2442,female,Asian
15,0,tree,tree,tree,0,2343,female,Asian
15,1,tree,tree,tree,1,2043,female,Asian
15,1,tree,tree,tree,1,2442,female,Asian
15,1,tree,tree,tree,1,2341,female,Asian
15,1,tree,tree,tree,1,1843,female,Asian
15,1,tree,tree,tree,1,2141,female,Asian
15,1,tree,tree,tree,1,1941,female,Asian
15,1,tree,tree,tree,1,2241,female,Asian
15,1,tree,tree,tree,0,2141,female,Asian
15,0,female,face,neutral,0,2342,female,Asian
15,0,female,face,neutral,0,1842,female,Asian
15,0,female,face,neutral,0,2042,female,Asian
15,0,female,face,neutral,0,2041,female,Asian
15,0,male,face,neutral,0,2342,female,Asian
15,0,male,face,neutral,0,2341,female,Asian
15,0,male,face,neutral,0,2241,female,Asian
15,0,male,face,neutral,0,1842,female,Asian
15,0,female,face,pain,0,2141,female,Asian
15,0,female,face,pain,0,2341,female,Asian
15,0,female,face,pain,0,2241,female,Asian
15,0,female,face,pain,0,1941,female,Asian
15,0,male,face,pain,0,1941,female,Asian
15,0,male,face,pain,0,1942,female,Asian
15,0,male,face,pain,0,2241,female,Asian
15,0,male,face,pain,0,2441,female,Asian
15,1,female,face,neutral,1,1940,female,Asian
15,1,female,face,neutral,1,1942,female,Asian
15,1,female,face,neutral,0,2042,female,Asian
15,1,female,face,neutral,0,2041,female,Asian
15,1,male,face,neutral,0,2242,female,Asian
15,1,male,face,neutral,0,1937,female,Asian
15,1,male,face,neutral,0,1941,female,Asian
15,1,male,face,neutral,0,1942,female,Asian
15,1,female,face,pain,0,1942,female,Asian
15,1,female,face,pain,0,2441,female,Asian
15,1,female,face,pain,0,2141,female,Asian
15,1,female,face,pain,0,2343,female,Asian
15,1,male,face,pain,0,2441,female,Asian
15,1,male,face,pain,0,1942,female,Asian
15,1,male,face,pain,0,2041,female,Asian
15,1,male,face,pain,0,2441,female,Asian
15,0,tree,tree,tree,0,1842,female,Asian
15,0,tree,tree,tree,0,1942,female,Asian
15,0,tree,tree,tree,0,2341,female,Asian
15,0,tree,tree,tree,0,2041,female,Asian
15,0,tree,tree,tree,0,1842,female,Asian
15,0,tree,tree,tree,0,1841,female,Asian
15,0,tree,tree,tree,0,2341,female,Asian
15,0,tree,tree,tree,0,1842,female,Asian
15,1,tree,tree,tree,1,1840,female,Asian
15,1,tree,tree,tree,1,1843,female,Asian
15,1,tree,tree,tree,1,2242,female,Asian
15,1,tree,tree,tree,1,2341,female,Asian
15,1,tree,tree,tree,1,1841,female,Asian
15,1,tree,tree,tree,0,2247,female,Asian
15,1,tree,tree,tree,0,2041,female,Asian
16,0,female,face,neutral,0,2042,male,Asian
16,0,female,face,neutral,0,2241,male,Asian
16,0,female,face,neutral,0,2243,male,Asian
16,0,female,face,neutral,0,2337,male,Asian
16,0,male,face,neutral,0,2040,male,Asian
16,0,male,face,neutral,0,2441,male,Asian
16,0,male,face,neutral,0,2242,male,Asian
16,0,male,face,neutral,0,2142,male,Asian
16,0,female,face,pain,0,1952,male,Asian
16,0,female,face,pain,0,2137,male,Asian
16,0,female,face,pain,0,2242,male,Asian
16,0,female,face,pain,0,2040,male,Asian
16,0,male,face,pain,0,2036,male,Asian
16,0,male,face,pain,0,1949,male,Asian
16,0,male,face,pain,0,2142,male,Asian
16,0,male,face,pain,0,2142,male,Asian
16,1,female,face,neutral,1,2243,male,Asian
16,1,female,face,neutral,0,2442,male,Asian
16,1,female,face,neutral,0,2441,male,Asian
16,1,female,face,neutral,0,2242,male,Asian
16,1,male,face,neutral,0,2242,male,Asian
16,1,male,face,neutral,0,1942,male,Asian
16,1,male,face,neutral,0,1843,male,Asian
16,1,male,face,neutral,0,1942,male,Asian
16,1,female,face,pain,1,1941,male,Asian
16,1,female,face,pain,1,2442,male,Asian
16,1,female,face,pain,0,2242,male,Asian
16,1,female,face,pain,0,2341,male,Asian
16,1,male,face,pain,1,2440,male,Asian
16,1,male,face,pain,0,2346,male,Asian
16,1,male,face,pain,0,2038,male,Asian
16,1,male,face,pain,0,1842,male,Asian
16,0,tree,tree,tree,1,1940,male,Asian
16,0,tree,tree,tree,1,1942,male,Asian
16,0,tree,tree,tree,1,2142,male,Asian
16,0,tree,tree,tree,1,1840,male,Asian
16,0,tree,tree,tree,1,1943,male,Asian
16,0,tree,tree,tree,1,2141,male,Asian
16,0,tree,tree,tree,0,2443,male,Asian
16,0,tree,tree,tree,0,2243,male,Asian
16,1,tree,tree,tree,1,2333,male,Asian
16,1,tree,tree,tree,1,2438,male,Asian
16,1,tree,tree,tree,1,1838,male,Asian
16,1,tree,tree,tree,1,2342,male,Asian
16,1,tree,tree,tree,1,2042,male,Asian
16,1,tree,tree,tree,1,2242,male,Asian
16,1,tree,tree,tree,1,2143,male,Asian
16,1,tree,tree,tree,1,2342,male,Asian
16,0,female,face,neutral,0,2242,male,Asian
16,0,female,face,neutral,0,2443,male,Asian
16,0,female,face,neutral,0,2042,male,Asian
16,0,female,face,neutral,0,1941,male,Asian
16,0,male,face,neutral,0,2043,male,Asian
16,0,male,face,neutral,0,2241,male,Asian
16,0,male,face,neutral,0,2242,male,Asian
16,0,male,face,neutral,0,2142,male,Asian
16,0,female,face,pain,0,2241,male,Asian
16,0,female,face,pain,0,2441,male,Asian
16,0,female,face,pain,0,2042,male,Asian
16,0,female,face,pain,0,2040,male,Asian
16,0,male,face,pain,0,2241,male,Asian
16,0,male,face,pain,0,2441,male,Asian
16,0,male,face,pain,0,2441,male,Asian
16,0,male,face,pain,0,2042,male,Asian
16,1,female,face,neutral,1,2341,male,Asian
16,1,female,face,neutral,0,2141,male,Asian
16,1,female,face,neutral,0,2042,male,Asian
16,1,female,face,neutral,0,2241,male,Asian
16,1,male,face,neutral,1,1942,male,Asian
16,1,male,face,neutral,0,2043,male,Asian
16,1,male,face,neutral,0,2340,male,Asian
16,1,male,face,neutral,0,1941,male,Asian
16,1,female,face,pain,1,1841,male,Asian
16,1,female,face,pain,1,2242,male,Asian
16,1,female,face,pain,1,2140,male,Asian
16,1,female,face,pain,0,2041,male,Asian
16,1,male,face,pain,1,2140,male,Asian
16,1,male,face,pain,1,2241,male,Asian
16,1,male,face,pain,0,1942,male,Asian
16,1,male,face,pain,0,2142,male,Asian
16,0,tree,tree,tree,1,2142,male,Asian
16,0,tree,tree,tree,1,1941,male,Asian
16,0,tree,tree,tree,1,2443,male,Asian
16,0,tree,tree,tree,1,1942,male,Asian
16,0,tree,tree,tree,1,2242,male,Asian
16,0,tree,tree,tree,0,2042,male,Asian
16,0,tree,tree,tree,0,1842,male,Asian
16,0,tree,tree,tree,0,2241,male,Asian
16,1,tree,tree,tree,1,2237,male,Asian
16,1,tree,tree,tree,1,2242,male,Asian
16,1,tree,tree,tree,1,2442,male,Asian
16,1,tree,tree,tree,1,2442,male,Asian
16,1,tree,tree,tree,1,2243,male,Asian
16,1,tree,tree,tree,1,1941,male,Asian
16,1,tree,tree,tree,1,1841,male,Asian
16,1,tree,tree,tree,1,1842,male,Asian
16,0,female,face,neutral,0,2337,male,Asian
16,0,female,face,neutral,0,1841,male,Asian
16,0,female,face,neutral,0,2171,male,Asian
16,0,female,face,neutral,0,2454,male,Asian
16,0,male,face,neutral,0,2442,male,Asian
16,0,male,face,neutral,0,1839,male,Asian
16,0,male,face,neutral,0,1959,male,Asian
16,0,male,face,neutral,0,2458,male,Asian
16,0,female,face,pain,0,2141,male,Asian
16,0,female,face,pain,0,2141,male,Asian
16,0,female,face,pain,0,1954,male,Asian
16,0,female,face,pain,0,2154,male,Asian
16,0,male,face,pain,0,2440,male,Asian
16,0,male,face,pain,0,2157,male,Asian
16,0,male,face,pain,0,2259,male,Asian
16,1,female,face,neutral,1,1955,male,Asian
16,1,female,face,neutral,0,2057,male,Asian
16,1,female,face,neutral,0,2156,male,Asian
16,1,female,face,neutral,0,1957,male,Asian
16,1,male,face,neutral,0,2042,male,Asian
16,1,male,face,neutral,0,2359,male,Asian
16,1,male,face,neutral,0,2055,male,Asian
16,1,male,face,neutral,0,1858,male,Asian
16,1,female,face,pain,1,2254,male,Asian
16,1,female,face,pain,0,2342,male,Asian
16,1,female,face,pain,0,1857,male,Asian
16,1,male,face,pain,1,2142,male,Asian
16,1,male,face,pain,0,2241,male,Asian
16,1,male,face,pain,0,2142,male,Asian
16,1,male,face,pain,0,2358,male,Asian
16,0,tree,tree,tree,1,1842,male,Asian
16,0,tree,tree,tree,1,2057,male,Asian
16,0,tree,tree,tree,1,2159,male,Asian
16,0,tree,tree,tree,1,2258,male,Asian
16,0,tree,tree,tree,0,1842,male,Asian
16,0,tree,tree,tree,0,1942,male,Asian
16,0,tree,tree,tree,0,2255,male,Asian
16,1,tree,tree,tree,1,2242,male,Asian
16,1,tree,tree,tree,1,2343,male,Asian
16,1,tree,tree,tree,1,2142,male,Asian
16,1,tree,tree,tree,1,2258,male,Asian
16,1,tree,tree,tree,1,2059,male,Asian
16,1,tree,tree,tree,1,1972,male,Asian
16,1,tree,tree,tree,1,2356,male,Asian
16,1,tree,tree,tree,1,2457,male,Asian
16,0,female,face,neutral,0,2142,male,Asian
16,0,female,face,neutral,0,1856,male,Asian
16,0,female,face,neutral,0,2157,male,Asian
16,0,female,face,neutral,0,2259,male,Asian
16,0,male,face,neutral,0,2159,male,Asian
16,0,male,face,neutral,0,2242,male,Asian
16,0,male,face,neutral,0,2458,male,Asian
16,0,female,face,pain,0,2041,male,Asian
16,0,female,face,pain,0,2059,male,Asian
16,0,female,face,pain,0,2042,male,Asian
16,0,female,face,pain,0,1841,male,Asian
16,0,male,face,pain,0,2442,male,Asian
16,0,male,face,pain,0,2459,male,Asian
16,0,male,face,pain,0,2042,male,Asian
16,0,male,face,pain,0,1957,male,Asian
16,1,female,face,neutral,1,2241,male,Asian
16,1,female,face,neutral,0,2358,male,Asian
16,1,female,face,neutral,0,1957,male,Asian
16,1,female,face,neutral,0,1841,male,Asian
16,1,male,face,neutral,1,2258,male,Asian
16,1,male,face,neutral,0,2359,male,Asian
16,1,male,face,neutral,0,2040,male,Asian
16,1,male,face,neutral,0,2141,male,Asian
16,1,female,face,pain,1,2258,male,Asian
16,1,female,face,pain,1,1856,male,Asian
16,1,female,face,pain,1,1842,male,Asian
16,1,female,face,pain,0,1858,male,Asian
16,1,male,face,pain,1,2158,male,Asian
16,1,male,face,pain,1,2358,male,Asian
16,1,male,face,pain,0,2259,male,Asian
16,1,male,face,pain,0,1840,male,Asian
16,0,tree,tree,tree,1,1942,male,Asian
16,0,tree,tree,tree,1,2158,male,Asian
16,0,tree,tree,tree,1,1841,male,Asian
16,0,tree,tree,tree,1,1841,male,Asian
16,0,tree,tree,tree,1,2358,male,Asian
16,0,tree,tree,tree,0,1942,male,Asian
16,0,tree,tree,tree,0,2041,male,Asian
16,0,tree,tree,tree,0,2441,male,Asian
16,1,tree,tree,tree,1,2159,male,Asian
16,1,tree,tree,tree,1,2159,male,Asian
16,1,tree,tree,tree,1,1843,male,Asian
16,1,tree,tree,tree,1,2358,male,Asian
16,1,tree,tree,tree,1,2459,male,Asian
16,1,tree,tree,tree,1,1957,male,Asian
16,1,tree,tree,tree,1,2259,male,Asian
16,1,tree,tree,tree,1,2243,male,Asian
17,0,female,face,neutral,1,2241,female,Asian
17,0,female,face,neutral,0,2041,female,Asian
17,0,female,face,neutral,0,2042,female,Asian
17,0,female,face,neutral,0,1840,female,Asian
17,0,male,face,neutral,1,2242,female,Asian
17,0,male,face,neutral,1,2042,female,Asian
17,0,male,face,neutral,1,2340,female,Asian
17,0,male,face,neutral,0,2041,female,Asian
17,0,female,face,pain,1,1841,female,Asian
17,0,female,face,pain,1,2043,female,Asian
17,0,female,face,pain,1,1942,female,Asian
17,0,female,face,pain,1,2241,female,Asian
17,0,male,face,pain,1,2241,female,Asian
17,0,male,face,pain,1,2341,female,Asian
17,0,male,face,pain,1,2140,female,Asian
17,0,male,face,pain,0,1842,female,Asian
17,1,female,face,neutral,1,2442,female,Asian
17,1,female,face,neutral,1,2341,female,Asian
17,1,female,face,neutral,1,2340,female,Asian
17,1,male,face,neutral,1,2142,female,Asian
17,1,male,face,neutral,1,1940,female,Asian
17,1,male,face,neutral,1,1842,female,Asian
17,1,male,face,neutral,1,1842,female,Asian
17,1,female,face,pain,1,2238,female,Asian
17,1,female,face,pain,1,2143,female,Asian
17,1,female,face,pain,1,1841,female,Asian
17,1,female,face,pain,1,2041,female,Asian
17,1,male,face,pain,1,2148,female,Asian
17,1,male,face,pain,1,2040,female,Asian
17,1,male,face,pain,1,2243,female,Asian
17,1,male,face,pain,1,2441,female,Asian
17,0,tree,tree,tree,1,1941,female,Asian
17,0,tree,tree,tree,1,2041,female,Asian
17,0,tree,tree,tree,1,1842,female,Asian
17,0,tree,tree,tree,1,2442,female,Asian
17,0,tree,tree,tree,1,2243,female,Asian
17,0,tree,tree,tree,1,2141,female,Asian
17,0,tree,tree,tree,1,2242,female,Asian
17,0,tree,tree,tree,1,2341,female,Asian
17,1,tree,tree,tree,1,1941,female,Asian
17,1,tree,tree,tree,1,2141,female,Asian
17,1,tree,tree,tree,1,2142,female,Asian
17,1,tree,tree,tree,1,2441,female,Asian
17,1,tree,tree,tree,1,2441,female,Asian
17,1,tree,tree,tree,1,2441,female,Asian
17,1,tree,tree,tree,1,1943,female,Asian
17,1,tree,tree,tree,1,1841,female,Asian
17,0,female,face,neutral,1,1943,female,Asian
17,0,female,face,neutral,0,1941,female,Asian
17,0,female,face,neutral,0,2241,female,Asian
17,0,male,face,neutral,0,2242,female,Asian
17,0,male,face,neutral,0,2242,female,Asian
17,0,male,face,neutral,0,1942,female,Asian
17,0,male,face,neutral,0,2342,female,Asian
17,0,female,face,pain,1,2142,female,Asian
17,0,female,face,pain,1,2241,female,Asian
17,0,female,face,pain,1,2341,female,Asian
17,0,female,face,pain,1,2342,female,Asian
17,0,male,face,pain,1,2342,female,Asian
17,0,male,face,pain,1,2142,female,Asian
17,0,male,face,pain,1,2443,female,Asian
17,0,male,face,pain,1,2042,female,Asian
17,1,female,face,neutral,1,2041,female,Asian
17,1,female,face,neutral,1,2241,female,Asian
17,1,female,face,neutral,1,1841,female,Asian
17,1,female,face,neutral,1,2442,female,Asian
17,1,male,face,neutral,1,2342,female,Asian
17,1,male,face,neutral,1,1942,female,Asian
17,1,male,face,neutral,1,2442,female,Asian
17,1,male,face,neutral,1,2441,female,Asian
17,1,female,face,pain,1,2140,female,Asian
17,1,female,face,pain,1,2141,female,Asian
17,1,female,face,pain,1,1941,female,Asian
17,1,female,face,pain,1,2048,female,Asian
17,1,male,face,pain,1,2342,female,Asian
17,1,male,face,pain,1,1940,female,Asian
17,1,male,face,pain,1,2341,female,Asian
17,1,male,face,pain,1,2343,female,Asian
17,0,tree,tree,tree,1,2442,female,Asian
17,0,tree,tree,tree,1,2341,female,Asian
17,0,tree,tree,tree,1,2142,female,Asian
17,0,tree,tree,tree,1,2242,female,Asian
17,0,tree,tree,tree,0,2041,female,Asian
17,0,tree,tree,tree,0,1842,female,Asian
17,0,tree,tree,tree,0,1842,female,Asian
17,0,tree,tree,tree,0,2041,female,Asian
17,1,tree,tree,tree,1,2052,female,Asian
17,1,tree,tree,tree,1,2241,female,Asian
17,1,tree,tree,tree,1,2141,female,Asian
17,1,tree,tree,tree,1,1941,female,Asian
17,1,tree,tree,tree,1,2242,female,Asian
17,1,tree,tree,tree,1,2141,female,Asian
17,1,tree,tree,tree,1,1843,female,Asian
17,1,tree,tree,tree,0,2241,female,Asian
17,0,female,face,neutral,0,1942,female,Asian
17,0,female,face,neutral,0,2357,female,Asian
17,0,female,face,neutral,0,2171,female,Asian
17,0,female,face,neutral,0,2373,female,Asian
17,0,male,face,neutral,1,1942,female,Asian
17,0,male,face,neutral,1,2441,female,Asian
17,0,male,face,neutral,0,2059,female,Asian
17,0,male,face,neutral,0,2259,female,Asian
17,0,female,face,pain,1,2042,female,Asian
17,0,female,face,pain,1,2441,female,Asian
17,0,female,face,pain,1,2358,female,Asian
17,0,female,face,pain,1,2254,female,Asian
17,0,male,face,pain,1,2441,female,Asian
17,0,male,face,pain,1,1958,female,Asian
17,0,male,face,pain,1,1956,female,Asian
17,1,female,face,neutral,1,1941,female,Asian
17,1,female,face,neutral,1,2358,female,Asian
17,1,female,face,neutral,1,1858,female,Asian
17,1,female,face,neutral,0,2440,female,Asian
17,1,male,face,neutral,1,1942,female,Asian
17,1,male,face,neutral,1,2242,female,Asian
17,1,male,face,neutral,1,1957,female,Asian
17,1,male,face,neutral,1,2458,female,Asian
17,1,female,face,pain,1,2341,female,Asian
17,1,female,face,pain,1,2155,female,Asian
17,1,female,face,pain,1,2175,female,Asian
17,1,female,face,pain,1,2041,female,Asian
17,1,male,face,pain,1,2158,female,Asian
17,1,male,face,pain,1,1857,female,Asian
17,1,male,face,pain,1,2055,female,Asian
17,0,tree,tree,tree,1,1941,female,Asian
17,0,tree,tree,tree,1,2157,female,Asian
17,0,tree,tree,tree,1,2155,female,Asian
17,0,tree,tree,tree,0,2043,female,Asian
17,0,tree,tree,tree,0,2041,female,Asian
17,0,tree,tree,tree,0,2455,female,Asian
17,0,tree,tree,tree,0,2357,female,Asian
17,0,tree,tree,tree,0,2358,female,Asian
17,1,tree,tree,tree,1,2142,female,Asian
17,1,tree,tree,tree,1,2442,female,Asian
17,1,tree,tree,tree,1,2257,female,Asian
17,1,tree,tree,tree,1,2158,female,Asian
17,1,tree,tree,tree,1,2157,female,Asian
17,1,tree,tree,tree,1,2057,female,Asian
17,1,tree,tree,tree,1,1942,female,Asian
17,1,tree,tree,tree,0,2342,female,Asian
17,0,female,face,neutral,0,1873,female,Asian
17,0,female,face,neutral,0,2241,female,Asian
17,0,female,face,neutral,0,2057,female,Asian
17,0,female,face,neutral,0,2141,female,Asian
17,0,male,face,neutral,1,2458,female,Asian
17,0,male,face,neutral,0,2255,female,Asian
17,0,male,face,neutral,0,1856,female,Asian
17,0,male,face,neutral,0,2241,female,Asian
17,0,female,face,pain,1,1956,female,Asian
17,0,female,face,pain,1,1856,female,Asian
17,0,female,face,pain,1,2159,female,Asian
17,0,female,face,pain,1,2341,female,Asian
17,0,male,face,pain,1,2141,female,Asian
17,0,male,face,pain,1,1942,female,Asian
17,0,male,face,pain,1,2453,female,Asian
17,0,male,face,pain,1,2057,female,Asian
17,1,female,face,neutral,1,2157,female,Asian
17,1,female,face,neutral,1,1942,female,Asian
17,1,female,face,neutral,1,2343,female,Asian
17,1,female,face,neutral,0,2442,female,Asian
17,1,male,face,neutral,1,1839,female,Asian
17,1,male,face,neutral,1,1941,female,Asian
17,1,male,face,neutral,1,1942,female,Asian
17,1,male,face,neutral,1,1942,female,Asian
17,1,female,face,pain,1,2256,female,Asian
17,1,female,face,pain,1,1842,female,Asian
17,1,female,face,pain,1,2242,female,Asian
17,1,male,face,pain,1,2257,female,Asian
17,1,male,face,pain,1,2241,female,Asian
17,1,male,face,pain,1,1842,female,Asian
17,1,male,face,pain,1,2042,female,Asian
17,0,tree,tree,tree,1,2459,female,Asian
17,0,tree,tree,tree,1,2241,female,Asian
17,0,tree,tree,tree,1,2040,female,Asian
17,0,tree,tree,tree,1,2242,female,Asian
17,0,tree,tree,tree,1,2441,female,Asian
17,0,tree,tree,tree,1,1941,female,Asian
17,0,tree,tree,tree,1,2442,female,Asian
17,0,tree,tree,tree,0,1940,female,Asian
17,1,tree,tree,tree,1,2242,female,Asian
17,1,tree,tree,tree,1,1855,female,Asian
17,1,tree,tree,tree,1,2441,female,Asian
17,1,tree,tree,tree,1,2342,female,Asian
17,1,tree,tree,tree,1,2041,female,Asian
17,1,tree,tree,tree,1,1842,female,Asian
17,1,tree,tree,tree,1,1941,female,Asian
17,1,tree,tree,tree,1,2042,female,Asian
18,0,female,face,neutral,0,1938,male,Asian
18,0,female,face,neutral,0,2442,male,Asian
18,0,female,face,neutral,0,2442,male,Asian
18,0,female,face,neutral,0,2342,male,Asian
18,0,male,face,neutral,0,2242,male,Asian
18,0,male,face,neutral,0,2040,male,Asian
18,0,male,face,neutral,0,1940,male,Asian
18,0,male,face,neutral,0,1937,male,Asian
18,0,female,face,pain,0,1937,male,Asian
18,0,female,face,pain,0,2240,male,Asian
18,0,female,face,pain,0,2442,male,Asian
18,0,female,face,pain,0,2243,male,Asian
18,0,male,face,pain,0,1841,male,Asian
18,0,male,face,pain,0,2341,male,Asian
18,0,male,face,pain,0,2341,male,Asian
18,0,male,face,pain,0,2443,male,Asian
18,1,female,face,neutral,0,2443,male,Asian
18,1,female,face,neutral,0,2142,male,Asian
18,1,female,face,neutral,0,2242,male,Asian
18,1,female,face,neutral,0,2142,male,Asian
18,1,male,face,neutral,0,2287,male,Asian
18,1,male,face,neutral,0,1942,male,Asian
18,1,male,face,neutral,0,2242,male,Asian
18,1,male,face,neutral,0,2243,male,Asian
18,1,female,face,pain,0,2138,male,Asian
18,1,female,face,pain,0,2343,male,Asian
18,1,female,face,pain,0,2141,male,Asian
18,1,female,face,pain,0,1941,male,Asian
18,1,male,face,pain,0,2339,male,Asian
18,1,male,face,pain,0,2141,male,Asian
18,1,male,face,pain,0,2143,male,Asian
18,1,male,face,pain,0,1937,male,Asian
18,0,tree,tree,tree,1,2038,male,Asian
18,0,tree,tree,tree,1,2038,male,Asian
18,0,tree,tree,tree,1,2243,male,Asian
18,0,tree,tree,tree,1,2238,male,Asian
18,0,tree,tree,tree,1,2242,male,Asian
18,0,tree,tree,tree,1,2042,male,Asian
18,0,tree,tree,tree,1,1942,male,Asian
18,1,tree,tree,tree,1,2037,male,Asian
18,1,tree,tree,tree,1,1839,male,Asian
18,1,tree,tree,tree,1,2442,male,Asian
18,1,tree,tree,tree,1,2042,male,Asian
